ext,group,agr,con,neg,ope
3.583333333,control,2.833333333,4.166666667,3.916666667,4.833333333
3.166666667,control,3.333333333,3.25,3.083333333,3.75
3.75,control,4,4.5,3.416666667,4.333333333
NA,control,NA,NA,NA,NA
4.083333333,control,3.583333333,3.833333333,3.166666667,4
3.583333333,control,3.5,3.916666667,2.5,4.833333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.916666667,control,2.5,3.25,2.333333333,2.5
4.75,control,3.25,3.166666667,4.333333333,4.666666667
3,control,4,4.583333333,1.916666667,4.916666667
3.5,control,4.25,4.833333333,3.5,4.25
NA,control,NA,NA,NA,NA
3.333333333,control,4.75,3.416666667,1.666666667,3.916666667
NA,control,NA,NA,NA,NA
2.583333333,control,4.75,4.5,3.333333333,4.583333333
2.416666667,control,3.583333333,4.416666667,2.5,3.666666667
3.25,control,3.916666667,3.5,3.583333333,4.416666667
NA,control,NA,NA,NA,NA
2.416666667,control,3.416666667,2.583333333,3.333333333,3.083333333
2.75,control,3.5,2.75,2.916666667,2.916666667
NA,control,NA,NA,NA,NA
2.666666667,control,3.666666667,3.5,4.833333333,2.833333333
4.25,control,4.75,3.166666667,1.416666667,4.25
NA,control,NA,NA,NA,NA
3.666666667,control,4.166666667,4.916666667,2.166666667,4.5
3.416666667,control,4.666666667,5,2.583333333,4.25
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.5,control,3.333333333,3.333333333,1.75,3.333333333
4.083333333,control,4.5,4.5,1.916666667,4.75
4.083333333,control,3.166666667,3.166666667,2.333333333,4.666666667
3,control,4.166666667,2.75,4.416666667,3.583333333
3.666666667,control,2.916666667,3.916666667,3.333333333,4.416666667
NA,control,NA,NA,NA,NA
2.833333333,control,3.25,4.583333333,2.083333333,3.666666667
NA,control,NA,NA,NA,NA
4.083333333,control,4.416666667,2.75,3.75,4.666666667
3.083333333,control,4.166666667,3.75,3.083333333,4.833333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.5,control,3.333333333,3.75,2.083333333,2.916666667
3.166666667,control,3.833333333,4.583333333,2.166666667,2.583333333
NA,control,NA,NA,NA,NA
2.416666667,control,4.25,3.333333333,3.583333333,4.666666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.916666667,control,4,4.583333333,2.666666667,4.833333333
1.333333333,control,3.5,2.916666667,4.833333333,3.5
3.416666667,control,3.75,4.416666667,2.083333333,3.75
NA,control,NA,NA,NA,NA
3.916666667,control,2.166666667,3.333333333,2.333333333,3.333333333
3.666666667,control,4.083333333,4.083333333,2.083333333,4.5
2.25,control,4.333333333,4.583333333,3.5,4.416666667
3.916666667,control,4.25,3.75,2.666666667,3.166666667
3.5,control,4.333333333,4.416666667,1.833333333,4.583333333
3.5,control,4.166666667,4.5,3.75,4.416666667
NA,control,NA,NA,NA,NA
2.333333333,control,3.666666667,4.083333333,2.416666667,1.833333333
2.083333333,control,4.666666667,4.416666667,2.666666667,3.916666667
3.833333333,control,3.583333333,2.75,2.416666667,4.416666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.666666667,control,4.916666667,4.5,2.583333333,4.333333333
3.833333333,control,4,3.666666667,2.75,4
3.333333333,control,3,4,4,4.333333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
1.75,control,4.333333333,4.166666667,3.416666667,3.666666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.166666667,control,3,3.083333333,2.666666667,2.833333333
3.166666667,control,3,3.75,2.166666667,3.25
NA,control,NA,NA,NA,NA
2.333333333,control,3.416666667,3.916666667,2.166666667,3.333333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.75,control,4,4.333333333,1.416666667,3.583333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.083333333,control,2.583333333,3,3,3
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.916666667,control,3.25,3.5,2.25,3.583333333
NA,control,NA,NA,NA,NA
2.916666667,control,3.333333333,3,2.916666667,2.5
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.25,control,NA,2.916666667,2.833333333,2.5
2.833333333,control,2.916666667,3.083333333,3,3.166666667
NA,control,NA,NA,NA,NA
2.833333333,control,3,3.416666667,3.75,4.166666667
NA,control,NA,NA,NA,NA
2.916666667,control,2.833333333,2.833333333,3.166666667,3.166666667
NA,control,NA,NA,NA,NA
3.666666667,control,2.75,3.333333333,3,3
3.583333333,control,3.916666667,3.916666667,2.583333333,3.75
3.083333333,control,3.416666667,3.416666667,3.166666667,3.333333333
3,control,2.583333333,3.25,2.75,2.833333333
2.916666667,control,2.833333333,3.166666667,3.25,2.916666667
NA,control,NA,NA,NA,NA
3.25,control,3.333333333,3.166666667,3.5,3
3,control,3.25,3.416666667,3,2.666666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.333333333,control,4.75,3.5,1.333333333,2.083333333
2.916666667,control,3,3,3.083333333,3.083333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
4.25,control,4.333333333,4.666666667,1.083333333,4.583333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.583333333,control,3.416666667,4.166666667,2.916666667,4.75
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.333333333,control,3.166666667,5,3.75,5
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.166666667,control,NA,2.833333333,2.833333333,2.916666667
3.083333333,control,3.166666667,2.916666667,2.833333333,3
2.833333333,control,3.083333333,3.083333333,2.583333333,2.666666667
3.75,control,3.5,3.25,2.5,3
3.166666667,control,3.25,3,3.083333333,2.916666667
3.75,control,2.916666667,2.583333333,2.833333333,3.333333333
3.083333333,control,3.083333333,3.083333333,3.333333333,3.083333333
2.333333333,control,2.666666667,3.916666667,3.916666667,4.583333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.916666667,control,2.916666667,3.166666667,3.166666667,3.166666667
3.25,control,3.166666667,4.25,2.833333333,3.666666667
4.25,control,4.166666667,2.666666667,3,4.75
NA,control,NA,NA,NA,NA
3,control,3.25,3.333333333,2.666666667,2.916666667
NA,control,NA,NA,NA,NA
3.083333333,control,2.166666667,4.5,2.166666667,4.75
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3,control,3,4.083333333,3.416666667,3.5
2.166666667,control,4.416666667,4.166666667,2.333333333,4.916666667
1.083333333,control,3.833333333,4.166666667,2.083333333,1.083333333
4.833333333,control,4.666666667,5,1.333333333,5
1.833333333,control,4.166666667,3.75,2.666666667,2.75
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
4.25,control,3.416666667,3,3.083333333,3.5
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.166666667,control,3.166666667,3.5,2.333333333,3.75
2.25,control,3.666666667,3.666666667,3.083333333,3.5
2.416666667,control,3.416666667,3,2.166666667,3.416666667
NA,control,NA,NA,NA,NA
1.333333333,control,2.833333333,2,1.583333333,4.583333333
3.25,control,3.416666667,3.75,2.416666667,3.5
4.916666667,control,4.333333333,4.833333333,1.333333333,5
3.916666667,control,3.5,3.166666667,2,2.75
NA,control,NA,NA,NA,NA
4.916666667,control,4.583333333,4.5,1.25,4.833333333
3.75,control,3.416666667,4.416666667,3.166666667,3.666666667
2.666666667,control,4.25,4.75,2.916666667,3.833333333
2.083333333,control,3.666666667,4.083333333,2.166666667,2.833333333
2.333333333,control,3.583333333,2.25,2.833333333,3.833333333
1.5,control,4.666666667,4,2,2.166666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.5,control,3.833333333,4.5,2.166666667,4
3.333333333,control,3.166666667,3.333333333,2.916666667,3.166666667
2.083333333,control,2.416666667,2.083333333,4.083333333,2
4.166666667,control,4.166666667,5,2.833333333,4
NA,control,3.25,4.916666667,3.166666667,4.416666667
NA,control,NA,NA,NA,NA
4,control,4.25,3.916666667,1.916666667,3.5
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.5,control,4.166666667,3.833333333,3.166666667,4
4.083333333,control,3.75,4.75,2.333333333,4.5
3.416666667,control,3.166666667,2.666666667,2.166666667,3
3.583333333,control,3.666666667,3.666666667,2.333333333,3.333333333
NA,control,NA,NA,NA,NA
3.666666667,control,4.083333333,4.166666667,2.833333333,2.75
4,control,4.833333333,4.5,1.416666667,4.666666667
NA,control,2.833333333,3.75,2.916666667,3.166666667
NA,control,NA,NA,NA,NA
3.833333333,control,4.25,4.416666667,1.583333333,4
NA,control,NA,NA,NA,NA
3.25,control,3.916666667,4.25,2.166666667,4.5
3.083333333,control,3.666666667,3.083333333,2.25,3.583333333
3.083333333,control,4.916666667,4.75,1.916666667,4.416666667
3.75,control,3.75,4,2.75,3.833333333
NA,control,NA,NA,NA,NA
2.333333333,control,3.416666667,3.583333333,1.916666667,4.25
2.916666667,control,4.5,3.333333333,4.25,4.083333333
2,control,3.25,1.916666667,4.166666667,3.75
5,control,4.5,5,1,5
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.5,control,4.166666667,3.75,2.5,3.583333333
NA,control,NA,NA,NA,NA
2.166666667,control,4.333333333,4.75,3.583333333,5
NA,control,NA,NA,NA,NA
4.833333333,control,4.916666667,5,1.5,4.833333333
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
4,control,4.416666667,4.416666667,1.5,3.916666667
2.166666667,control,3.75,3.166666667,3.583333333,3.583333333
3.166666667,control,3.833333333,3.25,2.666666667,3.833333333
3.083333333,control,2.666666667,3.333333333,3.333333333,2.916666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2.5,control,3.25,3.083333333,2.75,3.916666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
1.75,control,4.333333333,4.833333333,1.166666667,4.5
NA,control,NA,NA,NA,NA
3,control,4.583333333,2.5,3.75,4.916666667
3.333333333,control,3.25,3.75,2.333333333,4.75
1.666666667,control,3.25,2,4.75,4.75
NA,control,NA,NA,NA,NA
2.25,control,3.583333333,4.5,3.25,4.583333333
4,control,4.166666667,4.416666667,2.416666667,3.75
2.833333333,control,3.25,3,3.083333333,3.083333333
2.916666667,control,4,3.333333333,3.083333333,3.083333333
3.666666667,control,3.333333333,3.583333333,2,3.583333333
3.666666667,control,4.083333333,3.916666667,2.666666667,3
3.166666667,control,2.833333333,3,2.916666667,2.833333333
NA,control,NA,NA,NA,NA
4.25,control,4.75,5,1.083333333,4.5
3.583333333,control,4.416666667,4.416666667,2,4
3.083333333,control,3.166666667,3.166666667,3,2.916666667
4,control,3.666666667,4.166666667,2.416666667,3.833333333
3.916666667,control,4.083333333,3.583333333,2.083333333,3.833333333
NA,control,2.916666667,2.833333333,2.75,2.75
3.083333333,control,4.583333333,4.666666667,2.833333333,4.75
NA,control,NA,NA,NA,NA
2.916666667,control,3.416666667,4.166666667,2.333333333,2.666666667
3.25,control,4,4.5,2.25,3.166666667
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.416666667,control,3.916666667,4.083333333,2.666666667,3.333333333
4.75,control,3.833333333,4.416666667,1.916666667,4.833333333
3.083333333,control,3.166666667,3.5,2.5,3.25
3.916666667,control,4.083333333,3.25,2.083333333,3.416666667
3.666666667,control,3.416666667,4.416666667,1.916666667,3.666666667
3.75,control,3.666666667,4.166666667,3.25,3.666666667
3.166666667,control,3.416666667,3.916666667,2.416666667,3.333333333
NA,control,NA,NA,NA,NA
3.25,control,4.083333333,3.666666667,1.75,3.75
NA,control,NA,NA,NA,NA
3,control,3.166666667,3,3.583333333,3.416666667
1.75,control,3,4.416666667,2.083333333,1.166666667
2.833333333,control,4,3.083333333,3.333333333,3.5
1.5,control,3.833333333,4.916666667,3.666666667,4.5
NA,control,NA,NA,NA,NA
3.083333333,control,NA,3.916666667,3.166666667,3
2.666666667,control,3.833333333,3.333333333,3.166666667,4.25
3,control,3,3,3,3.416666667
3.666666667,control,4.083333333,4.25,2.25,3.75
2.583333333,control,4.75,4.083333333,3.333333333,4.166666667
2.833333333,control,3.166666667,3.083333333,3.166666667,NA
NA,control,NA,NA,NA,NA
3.5,control,2.833333333,4.5,3.166666667,4.25
NA,control,NA,NA,NA,NA
1.916666667,control,3.666666667,3.166666667,3.166666667,4.666666667
4,control,4.833333333,4.916666667,1.333333333,2.416666667
4.166666667,control,4.416666667,4.666666667,1.916666667,4.416666667
4.25,control,4.833333333,4.75,1.833333333,4.083333333
2.416666667,control,3.083333333,3,3.25,3.083333333
3,control,2.916666667,3.5,2.833333333,2.833333333
3.083333333,control,3.25,2.75,2.75,3
NA,control,NA,NA,NA,NA
3,control,2.833333333,3,2.833333333,3.083333333
2,control,2.75,2.5,4.916666667,3.75
4.333333333,control,4.416666667,4.833333333,1.416666667,5
2.916666667,control,4.166666667,3.5,3.166666667,4
NA,control,NA,NA,NA,NA
3,control,2.916666667,3,2.833333333,3.083333333
3.666666667,control,3.5,3.666666667,3.166666667,3.333333333
NA,control,NA,NA,NA,NA
2.833333333,control,3.166666667,3.083333333,2.583333333,3
2.083333333,control,3.833333333,2.666666667,2.083333333,2.25
4.083333333,control,3.916666667,3.666666667,3.75,4.5
NA,control,NA,NA,NA,NA
3.333333333,control,3.083333333,3.75,1.666666667,4
4.166666667,control,4.166666667,4.75,1.75,4.083333333
3.75,control,4.25,4.5,1.583333333,4.166666667
2.5,control,2.916666667,2.583333333,3.916666667,3.916666667
NA,control,NA,NA,NA,NA
4.083333333,control,3.25,4.083333333,2.166666667,3.833333333
4.083333333,control,4.666666667,3.833333333,3.666666667,4.5
3.583333333,control,3.666666667,4.666666667,1.916666667,3.833333333
1.583333333,control,2.5,2.75,4.083333333,3.25
3,control,3.916666667,3.666666667,2.75,2.916666667
3,control,3.583333333,3.583333333,2.583333333,3.416666667
NA,control,NA,NA,NA,NA
3.416666667,control,4.5,4.75,1.666666667,4.083333333
NA,control,NA,NA,NA,NA
NA,control,2.833333333,3.083333333,3.083333333,3.083333333
NA,control,NA,NA,NA,NA
3,control,4.833333333,5,2,4.833333333
NA,control,2.75,2.416666667,3.583333333,3.25
NA,control,NA,NA,NA,NA
3.166666667,control,3.166666667,3.333333333,3.25,3.083333333
1.416666667,control,1,1.583333333,4.916666667,1.083333333
3.25,control,2.916666667,3.083333333,2.916666667,3.083333333
2.75,control,4.166666667,4.583333333,1.666666667,5
3.916666667,control,3.25,3.833333333,2.916666667,2.75
NA,control,NA,NA,NA,NA
3,control,3.416666667,3.25,2.416666667,3.5
1.5,control,4.416666667,4.25,4.583333333,4.333333333
2.75,control,3.166666667,4.25,2.333333333,3.833333333
2.833333333,control,2.916666667,2.75,3.166666667,3.083333333
2.916666667,control,3.333333333,3.083333333,2.916666667,3.083333333
3.083333333,control,3.666666667,3.166666667,3,3
2,control,4.666666667,4.333333333,1.166666667,4.416666667
3.166666667,control,3,3.083333333,2.833333333,3.083333333
3.166666667,control,3.333333333,4,2.75,2.833333333
2.666666667,control,4.5,4.583333333,2,3.833333333
2.75,control,3.25,3,3,2.75
NA,control,NA,NA,NA,NA
3.166666667,control,3.25,3.166666667,2.833333333,3.416666667
1.75,control,3.75,2.25,2.75,4.666666667
2.5,control,2.416666667,4.666666667,1.333333333,4
3.416666667,control,3,3.416666667,2.25,3.333333333
2.083333333,control,5,3.083333333,1.25,5
3,control,3.166666667,3,2.666666667,3
3.833333333,control,3.833333333,4.666666667,2.25,4.666666667
NA,control,NA,NA,NA,NA
4.083333333,control,4.416666667,3.333333333,3.25,4.416666667
3.916666667,control,4,4.416666667,2.166666667,3.833333333
3.083333333,control,3,3.916666667,3.083333333,3.166666667
2.666666667,control,3.583333333,1.583333333,4.166666667,1.25
3.083333333,control,4.083333333,4.25,2.416666667,3.666666667
4.416666667,control,4.583333333,4.583333333,1.333333333,3.5
3,control,3.166666667,2.916666667,3.166666667,2.916666667
3.333333333,control,3.25,3.583333333,2.583333333,3
4.083333333,control,4.166666667,4.833333333,1.416666667,3.75
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
2,control,4.416666667,4.666666667,2.583333333,5
3.083333333,control,3.25,3.333333333,2.75,3.25
3.583333333,control,1.916666667,4.25,1.416666667,4
NA,control,NA,NA,NA,NA
3.083333333,control,3.916666667,4.916666667,2.333333333,4.333333333
3.083333333,control,3.166666667,3.416666667,2.5,3.25
NA,control,NA,NA,NA,NA
4.916666667,control,4.083333333,5,1,4.25
3.416666667,control,3,3.166666667,2.75,2.916666667
NA,control,NA,NA,NA,NA
2.916666667,control,3,2.666666667,2.75,2.583333333
NA,control,NA,NA,NA,NA
3.833333333,control,3.583333333,3.416666667,2.25,2.75
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
NA,control,NA,NA,NA,NA
3.166666667,control,3.25,2.916666667,3.5,2.583333333
NA,control,NA,NA,NA,NA
4.25,control,4.416666667,5,1.416666667,4.25
NA,control,NA,NA,NA,NA
