Age,Gender,Ethnicity,Language,Income,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12,health13,health14,health15,health16,health17,health18,health19,health20,health21,health22,health23,health24,health25,health26,work1,work2,work3,work4,work5,work6,work7,work8,work9,work10,work11,work12,work13,work14,work15,work16,work17
23,NA,7,1,4,5,5,4,4,4,3,2,4,5,3,3,4,4,4,4,3,5,3,5,5,5,5,2,2,4,2,4,3,4,4,4,3,5,4,4,4,5,4,3,3,3,4,3
22,2,1,1,4,4,3,5,5,3,4,4,3,4,2,3,5,5,5,5,5,5,4,5,5,5,5,4,3,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,1,5,5
23,2,3,1,4,1,1,3,3,1,4,1,1,5,1,1,5,1,4,3,1,3,5,5,5,5,5,5,5,5,5,3,1,5,4,3,1,2,1,1,1,3,3,1,1,1,3,1
35,2,6,2,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,2,1,2,5,2,1,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4
25,2,1,1,3,4,5,2,1,5,2,2,5,5,1,1,1,4,1,1,5,1,1,5,1,3,1,4,4,1,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5
21,2,1,1,2,4,4,4,2,4,4,3,3,4,2,4,4,4,3,3,3,5,3,2,3,3,2,2,3,3,5,2,3,4,4,4,3,3,4,4,4,5,3,4,3,3,4,4
20,1,1,1,5,1,2,1,1,2,2,1,1,1,1,2,2,4,2,4,2,2,5,4,5,4,3,5,1,1,3,2,2,3,2,2,1,5,3,3,4,4,2,2,2,1,2,3
28,2,2,1,6,4,3,3,3,4,4,3,4,3,3,4,4,3,3,4,3,2,2,2,3,4,3,2,3,2,3,4,4,3,4,3,2,3,4,4,4,2,4,3,4,3,4,4
40,1,1,1,4,4,5,4,2,5,4,4,4,5,4,4,4,2,3,4,5,5,4,2,5,5,5,5,4,2,5,1,1,4,2,4,2,4,2,2,4,3,2,2,2,2,2,2
23,2,2,2,2,5,4,3,2,3,5,2,4,2,2,1,2,2,4,2,4,4,3,3,4,4,5,4,2,5,5,3,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4
56,2,1,1,4,4,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,2,2,1,2,5,2,2,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
28,2,7,2,1,4,4,2,2,3,3,3,3,3,3,3,3,2,3,4,3,5,4,5,4,5,5,5,5,5,5,3,3,3,4,4,3,4,3,3,3,3,3,3,3,2,2,4
18,2,1,1,3,5,4,4,2,5,2,2,4,2,1,2,5,4,5,4,4,4,2,4,2,4,5,4,2,1,5,4,4,4,2,4,4,3,5,5,5,5,2,4,5,4,4,5
25,2,6,1,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,2,2,4,3,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
25,2,6,1,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,5,4,2,1,2,1,4,1,1,3,4,4,5,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5
18,1,1,2,1,3,4,1,4,4,2,1,4,4,4,2,2,1,3,3,3,4,4,3,4,4,3,3,5,5,5,3,3,2,2,2,1,3,3,3,3,5,2,2,3,2,3,3
20,1,1,1,4,5,5,5,5,5,4,5,5,5,1,5,4,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,4,3,2,4,4
25,2,1,2,2,4,3,1,1,2,4,4,4,4,4,1,4,5,2,4,1,2,4,4,5,4,4,5,1,5,5,2,4,5,5,5,5,4,5,5,5,5,5,4,2,5,5,2
29,1,1,1,2,5,4,5,4,3,4,4,4,5,4,3,4,4,4,4,5,2,1,2,1,4,2,2,4,4,3,4,4,4,5,5,4,4,4,2,4,4,4,3,5,4,3,3
40,2,6,2,6,4,4,2,2,4,3,1,4,4,2,4,4,5,2,4,5,4,2,2,4,4,5,4,4,5,5,3,3,2,2,4,4,2,4,4,4,4,4,4,4,4,3,3
21,2,1,1,4,4,4,2,2,4,4,4,4,5,5,2,3,5,4,4,4,5,4,3,4,5,4,4,1,2,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3
26,2,1,1,2,3,3,2,5,2,4,3,3,2,3,4,3,1,2,4,4,4,3,3,4,3,4,3,4,3,4,4,3,3,3,2,4,4,3,3,4,4,2,3,3,3,2,2
20,1,7,1,5,5,5,2,4,4,4,4,4,2,2,3,2,4,4,4,4,4,4,3,4,4,3,2,2,5,5,2,2,5,4,4,4,5,4,4,5,5,2,3,2,2,4,2
31,1,6,1,6,5,4,2,1,3,2,5,2,5,1,5,2,5,1,4,2,5,5,2,5,4,5,3,2,4,5,1,2,2,3,2,2,4,3,1,3,2,2,5,2,1,3,2
20,2,1,1,3,4,4,3,4,4,3,1,5,3,5,4,3,4,5,4,3,1,3,2,2,4,5,1,5,4,3,2,3,4,3,5,NA,3,5,5,4,5,NA,4,5,3,5,5
26,2,6,1,4,5,4,3,4,5,4,4,5,5,4,5,4,5,4,4,5,1,2,1,2,5,2,2,4,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,5,4,5,4
25,2,6,1,4,1,2,5,4,5,3,1,5,4,3,1,1,2,4,1,4,5,4,3,5,5,5,3,5,3,5,5,5,1,2,1,4,5,5,5,5,4,3,5,1,5,1,5
26,1,6,1,4,5,4,1,4,5,1,4,5,1,1,4,5,5,1,5,5,5,1,2,4,3,2,5,5,3,1,5,5,1,2,1,4,5,5,5,5,4,3,5,1,5,1,5
20,1,3,1,4,5,4,5,5,4,4,4,5,4,4,4,4,5,5,4,4,3,1,2,2,4,2,1,4,4,4,4,5,5,5,5,5,4,5,5,4,5,4,4,5,5,4,4
22,2,3,1,3,4,5,5,2,4,2,2,4,4,4,5,4,5,4,4,5,5,4,5,5,5,5,3,1,3,4,4,2,5,4,5,5,2,5,4,5,5,2,4,1,2,4,4
25,2,6,1,5,4,2,4,5,4,4,5,4,5,3,4,5,4,4,4,5,2,3,3,1,4,1,1,5,4,5,5,4,3,4,4,5,4,5,4,4,5,4,5,3,4,3,5
22,2,3,1,1,4,3,3,3,3,4,5,5,5,4,4,4,4,2,3,3,2,3,3,3,3,3,3,3,3,2,4,3,2,4,4,4,3,4,2,4,4,4,4,3,4,4,4
36,1,6,2,2,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,1,1,5
20,2,1,1,2,3,4,4,4,4,2,4,4,4,3,2,3,4,4,2,4,4,2,2,2,3,2,2,1,2,2,4,4,3,4,4,4,3,4,4,4,4,4,2,2,2,4,4
41,1,6,2,2,4,4,2,2,3,2,2,3,2,2,2,4,4,3,3,3,4,3,4,4,4,4,3,5,5,5,3,3,4,3,2,4,4,3,3,4,2,2,3,3,2,2,3
21,1,6,1,5,5,4,5,4,5,4,5,4,4,5,4,3,4,5,4,3,2,2,1,2,3,2,1,5,4,5,4,4,5,4,4,5,5,5,4,5,4,4,5,4,3,4,4
35,2,6,2,3,4,4,5,5,4,2,3,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,2,4,5,4,2,3,4,3,4,4,5,5,3,3,3,3,4,4
22,2,2,2,2,5,5,4,4,3,1,2,5,2,1,2,1,1,4,4,1,2,4,2,2,4,4,3,1,5,5,4,4,5,4,2,5,5,5,4,4,4,2,5,4,3,4,5
21,2,6,1,1,4,3,1,4,1,4,2,3,1,1,2,2,2,3,3,3,4,4,3,3,3,3,4,5,3,5,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,3,2
32,2,1,2,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5
29,1,1,1,5,4,3,2,1,3,4,2,3,2,2,1,2,5,2,3,3,5,4,4,5,5,5,4,2,4,3,1,1,5,1,4,3,3,3,3,4,4,2,1,2,2,2,2
24,2,1,1,5,3,2,5,2,1,4,4,3,5,2,1,1,5,2,5,4,5,4,2,5,4,5,5,4,5,5,3,3,4,2,3,3,4,2,3,3,4,2,4,1,1,2,3
39,1,1,1,4,4,2,5,1,4,4,5,4,5,1,1,5,5,5,5,4,5,5,2,5,4,2,2,1,5,1,5,4,5,5,5,4,5,5,5,5,5,4,5,4,2,5,4
25,1,6,1,4,2,4,5,4,5,4,5,5,4,4,4,5,4,5,4,5,2,1,1,2,5,2,1,4,5,4,4,5,4,4,5,4,5,4,4,5,4,5,5,4,4,4,4
22,2,1,2,2,3,4,2,5,2,3,4,2,2,1,3,3,5,3,4,5,5,2,4,3,4,5,4,2,1,4,2,2,5,4,4,4,5,5,4,5,5,2,1,2,3,3,4
30,2,6,1,6,3,3,2,2,5,2,1,1,1,2,2,1,1,1,1,1,4,3,3,3,1,5,4,2,2,3,2,3,3,3,3,4,4,4,4,3,3,2,2,3,3,4,4
24,1,1,1,6,4,4,4,3,4,5,4,4,4,4,4,4,2,4,5,3,2,1,4,2,5,4,2,3,4,4,3,1,3,3,3,3,4,4,4,4,4,3,4,4,3,4,3
24,1,1,1,3,4,4,1,1,4,1,1,2,4,4,1,2,2,4,2,4,4,4,4,4,5,5,4,1,5,5,2,2,4,2,5,4,4,4,4,4,4,2,2,2,2,3,4
70,1,1,1,3,4,4,4,4,3,4,5,3,4,2,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,5,4,4,4,4,3,3,4,4,5,5,5,5,5,4,4,5,4
31,1,1,1,3,5,2,2,3,3,3,4,2,2,2,1,1,3,3,4,3,3,5,4,4,2,5,4,1,2,3,4,1,2,3,1,2,2,3,3,2,1,4,4,4,3,1,1
20,1,1,1,5,1,4,1,5,5,4,5,2,1,1,2,5,5,4,4,2,5,3,2,5,4,4,2,2,4,5,2,2,5,2,5,2,4,5,5,5,4,1,2,4,5,5,2
28,2,5,1,1,4,5,5,5,4,4,5,3,5,4,5,3,4,4,5,4,2,1,2,2,3,2,1,5,4,5,5,3,4,3,4,4,5,5,5,5,5,5,4,4,5,4,5
21,2,1,1,6,4,3,5,2,3,1,4,3,5,5,2,4,4,3,4,4,3,2,2,3,4,5,2,5,3,2,4,3,4,5,4,5,5,5,4,4,5,4,5,4,4,5,5
36,1,7,1,5,4,4,5,5,4,4,5,3,5,5,5,2,5,5,4,5,5,3,4,5,5,5,5,2,5,5,4,2,5,4,4,4,3,4,4,4,4,3,3,2,2,2,3
35,1,1,1,4,4,5,5,5,1,4,4,4,4,4,5,5,5,5,NA,4,5,1,5,2,5,2,5,4,5,5,4,5,4,4,5,5,4,5,4,5,5,4,4,1,3,4,1
55,2,1,1,6,5,2,5,5,3,4,4,5,4,2,2,2,5,4,2,5,4,4,2,4,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,3,4,4,5
21,2,1,2,2,5,4,5,2,2,2,5,5,3,3,2,4,5,3,1,1,4,2,2,4,4,3,4,1,4,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,3,3,3
21,2,6,1,3,4,3,4,5,3,5,4,5,5,4,5,4,4,4,2,4,1,1,2,2,5,3,1,4,5,5,4,5,3,5,4,4,5,4,5,4,5,4,5,4,3,4,4
25,2,6,1,5,4,3,4,5,4,5,3,5,4,5,2,3,4,4,5,4,2,2,3,2,4,1,2,5,3,5,5,4,4,5,5,5,5,4,3,5,4,5,3,5,3,5,3
21,2,6,1,3,5,5,5,5,5,5,4,4,4,4,5,5,5,5,2,4,2,2,2,2,4,2,2,4,4,5,3,3,4,4,4,4,2,4,4,4,5,5,5,4,4,4,4
24,2,6,1,4,4,4,4,4,4,4,5,4,5,4,5,4,4,5,4,5,1,2,2,2,5,2,2,5,5,4,4,5,5,4,5,4,5,4,4,5,4,4,5,5,5,4,4
29,1,2,1,4,4,4,5,4,3,2,3,4,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
63,2,1,1,4,4,5,5,1,3,2,5,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,3,4,4,4,3
28,2,1,1,3,4,4,5,2,3,2,5,1,2,1,2,5,5,4,4,5,4,2,2,2,4,2,2,5,5,5,NA,5,4,4,3,4,4,4,4,4,4,4,5,4,3,4,4
21,2,2,1,3,4,5,4,4,2,5,3,4,5,4,5,4,4,5,2,4,2,1,1,2,5,2,2,5,4,5,4,4,3,4,5,5,4,5,3,4,5,5,4,4,2,4,4
22,2,6,1,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,1,2,1,1,4,1,2,5,4,5,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,5,4
22,2,7,1,4,3,5,3,2,5,4,5,5,4,4,5,3,4,5,4,2,1,2,1,2,5,5,1,5,2,5,4,4,5,2,4,5,4,3,4,3,4,2,5,4,1,3,5
28,2,1,1,3,4,4,5,5,2,2,2,4,1,2,4,2,2,4,4,1,4,4,5,5,5,4,4,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,2,4,4
22,2,6,1,3,5,4,5,4,5,4,4,5,5,4,5,4,5,4,5,5,1,1,1,1,5,2,2,5,4,4,5,4,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5
25,2,1,1,4,4,2,3,3,2,4,2,4,4,2,4,2,2,2,2,2,2,3,4,2,5,2,4,2,2,4,4,2,4,3,3,2,4,3,3,2,2,2,2,2,1,2,2
24,2,1,1,3,5,5,1,2,2,3,2,2,4,5,1,2,5,4,2,4,5,2,2,5,4,2,1,1,1,1,4,3,4,5,4,3,2,5,5,5,5,2,3,3,2,4,3
27,2,2,1,4,4,4,3,1,4,4,2,3,5,3,4,4,5,5,5,5,4,1,5,5,5,5,2,5,5,5,3,2,4,4,4,5,2,5,4,5,5,2,4,3,4,3,4
39,2,1,1,4,3,3,4,3,2,4,3,4,3,3,4,3,4,4,5,3,2,3,4,4,4,3,4,3,1,5,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,3
28,2,2,1,3,5,5,5,5,5,5,4,5,4,2,5,5,5,5,5,5,3,1,5,4,5,5,5,5,5,5,4,5,4,4,4,5,2,5,4,5,5,5,5,2,4,4,5
31,2,1,1,4,5,4,5,5,4,5,5,5,5,4,2,4,5,4,4,4,2,2,4,5,4,4,2,5,4,5,5,4,5,5,5,4,2,5,5,5,4,4,5,4,2,4,4
43,1,1,1,6,1,3,5,5,3,1,2,1,1,1,5,5,1,1,3,5,5,5,1,5,5,4,5,5,5,5,1,3,4,3,2,3,5,3,3,4,3,4,1,4,2,3,4
41,2,2,1,6,5,5,5,5,5,4,3,5,5,5,5,2,5,4,5,5,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
19,2,1,1,3,5,4,2,2,4,4,3,4,4,4,5,5,4,5,4,4,3,4,3,3,4,2,3,3,2,3,4,3,4,4,3,4,3,5,4,4,4,3,3,4,4,3,4
22,1,1,1,2,4,5,5,4,5,5,5,5,5,1,1,3,5,4,4,4,5,4,2,5,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,4,4,5,4,5,4
44,1,2,1,4,4,4,4,4,2,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,3,5,1,5,5,1,3,4,4,4,4,2,4,4,4,4,5,5,5,3,4,3
20,1,1,1,1,2,1,1,3,1,1,3,5,3,2,1,3,4,2,3,3,2,3,3,2,2,2,3,1,1,1,2,1,3,3,3,1,4,1,1,1,1,3,2,3,3,2,1
37,2,1,1,3,5,4,5,5,5,4,4,5,5,5,4,5,4,5,4,5,1,2,1,2,5,2,3,4,3,2,4,5,3,5,4,5,4,4,5,5,5,4,5,5,4,5,4
25,1,6,1,5,5,4,3,4,4,5,2,5,4,5,4,2,4,4,1,4,2,2,1,3,4,2,2,5,4,5,5,4,4,4,5,4,4,5,4,5,3,5,5,4,3,3,5
55,1,6,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,5,5
36,1,2,1,2,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,2,6,1,4,4,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,3,2,1,2,5,2,1,1,1,1,3,5,4,5,4,5,3,5,5,4,5,4,5,5,4,3,4
31,2,4,1,5,4,3,4,5,3,4,3,3,3,4,4,3,3,3,4,4,2,3,3,3,2,2,2,4,3,4,4,4,4,4,3,3,3,3,3,3,5,4,4,4,4,3,4
25,2,6,1,4,4,4,5,4,4,4,4,5,4,3,5,5,4,5,5,4,2,2,1,1,4,1,3,4,4,4,5,5,4,4,4,5,5,4,5,4,5,4,4,5,4,4,4
22,1,6,1,6,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,4,3,3,2,4,3
28,2,3,2,1,5,5,4,4,4,3,5,5,3,4,3,5,2,4,5,2,3,2,3,2,4,2,2,5,5,5,4,3,2,1,3,4,5,4,4,4,4,4,4,4,4,4,4
35,2,6,2,3,5,4,4,4,5,4,5,4,5,4,5,4,4,5,4,5,2,1,1,1,5,2,2,4,5,4,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,4,5
28,2,1,1,5,4,3,4,4,5,4,4,4,2,2,4,2,3,4,4,2,2,2,2,2,2,2,2,3,4,2,5,4,4,3,5,4,2,5,4,3,3,5,3,5,2,4,2
22,1,6,1,1,2,3,3,3,2,2,4,3,2,2,1,1,1,1,1,1,2,4,3,3,3,2,5,5,3,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
22,2,6,1,5,5,5,5,4,5,5,5,5,5,4,4,3,4,4,5,5,1,1,1,1,5,1,2,4,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4
65,1,1,1,3,4,5,5,2,1,5,5,4,5,4,2,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5
23,2,3,1,4,4,4,1,5,4,2,4,3,1,1,3,1,5,3,4,3,2,3,1,3,2,1,1,3,5,5,2,1,5,2,3,2,3,2,2,2,2,4,3,2,1,2,3
23,2,3,1,3,3,1,2,3,4,3,3,2,2,3,4,4,3,4,3,3,2,4,4,3,3,4,3,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,2
22,2,3,1,5,3,3,4,4,4,3,3,3,4,3,3,1,4,3,4,3,5,4,3,4,3,2,4,5,5,5,3,3,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4
44,2,1,1,2,5,4,2,1,2,1,5,4,5,4,1,1,1,4,4,1,5,5,5,5,5,5,5,5,5,5,1,1,5,4,4,2,5,4,1,2,2,4,4,2,2,4,2
24,2,1,1,3,5,4,4,4,3,4,2,5,4,4,4,5,5,4,3,4,5,3,4,4,5,4,5,3,5,5,4,3,3,4,4,4,3,4,4,4,4,4,5,4,3,3,4
25,1,1,1,2,4,2,2,2,3,2,5,2,3,1,2,2,2,2,2,1,5,4,4,3,1,3,3,2,3,4,3,3,3,3,3,2,3,2,3,3,2,3,4,4,2,3,3
25,1,6,1,4,4,5,4,4,4,4,3,4,4,4,5,4,4,5,4,4,1,1,2,1,3,2,1,3,4,4,4,4,4,4,5,4,4,4,5,5,4,5,4,5,4,4,4
41,2,2,1,5,5,5,4,4,5,5,5,5,5,5,5,2,5,5,5,5,2,1,1,1,5,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,1,5
29,1,1,1,4,4,3,3,4,4,4,5,4,2,2,4,4,5,5,5,5,5,5,2,5,3,5,5,1,4,5,3,3,5,4,3,3,4,4,4,5,5,4,4,4,3,4,4
21,2,6,1,5,5,4,5,4,3,4,2,3,4,4,5,4,3,4,3,5,2,3,2,2,4,3,2,5,4,5,5,4,4,5,4,5,4,5,5,5,4,4,5,4,3,5,4
40,1,6,1,5,4,4,4,5,4,4,4,4,3,4,3,4,4,4,3,1,3,2,4,1,4,1,3,5,5,5,5,4,3,3,2,4,4,5,4,4,3,4,4,4,5,4,4
43,2,1,1,6,4,4,5,5,2,2,5,4,1,1,1,4,4,4,4,2,2,4,2,5,4,4,4,2,2,5,4,4,4,2,4,4,4,4,4,5,4,2,4,2,2,2,2
50,2,1,1,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,2,1,1,2,5,2,1,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
22,2,6,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,1,2,1,1,5,1,1,5,5,4,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4
25,2,6,1,4,4,3,4,4,5,2,4,4,4,3,4,3,5,5,4,3,1,3,3,2,4,4,4,4,3,3,4,4,5,5,3,4,5,5,3,4,4,4,4,3,3,4,2
32,2,1,1,4,1,3,1,1,3,1,4,4,4,1,2,3,5,4,1,4,5,5,2,3,4,5,4,1,2,2,1,3,4,4,4,4,4,4,4,4,4,1,2,3,4,4,3
37,2,7,1,6,5,4,5,5,4,5,5,2,5,5,5,5,5,5,5,3,5,1,2,5,2,5,1,4,5,5,5,3,5,5,5,4,5,5,5,5,4,1,5,5,5,4,3
33,1,6,1,3,4,3,3,3,3,3,2,3,3,2,4,4,3,2,2,2,4,5,NA,2,5,4,2,2,4,2,4,2,2,3,3,4,4,3,3,2,3,1,4,2,4,3,3
24,1,1,1,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
25,1,3,1,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,2,1,2,5,2,1,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
22,1,1,1,1,5,5,3,4,5,4,4,4,2,2,2,4,4,4,2,4,5,4,4,4,5,5,4,4,5,5,3,4,4,4,5,4,5,4,4,4,4,2,3,1,2,4,2
31,2,1,1,5,4,3,5,3,3,4,5,1,5,5,4,5,5,4,4,4,1,1,1,1,5,1,2,3,4,4,4,4,5,5,4,4,4,5,5,4,5,5,5,5,5,3,4
36,1,1,2,3,1,5,5,5,5,4,4,4,5,4,2,4,2,2,2,2,1,3,2,2,3,3,5,5,4,5,5,1,5,5,5,4,5,5,5,5,5,3,1,4,4,5,4
39,1,2,1,4,4,4,4,4,3,4,4,4,4,3,4,5,4,3,4,3,4,2,4,4,4,4,5,5,5,5,5,4,5,4,4,5,4,5,4,5,4,4,3,3,3,4,4
22,1,6,1,3,4,3,5,4,1,4,5,5,4,5,4,1,4,5,4,4,5,2,1,2,5,2,2,5,4,5,5,5,5,5,4,5,5,5,4,5,5,3,5,4,2,4,5
46,1,1,1,6,5,1,5,5,5,1,4,5,5,5,1,5,5,5,3,2,5,5,1,5,5,5,5,1,5,5,1,1,4,2,1,1,5,1,1,1,1,1,1,1,1,1,1
28,2,6,2,4,5,5,4,3,4,5,3,5,5,5,5,5,4,3,5,4,3,2,1,2,5,2,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,2,2,1,4,4,5,4,5,5,4,5,5,5,2,4,5,5,5,3,5,3,4,5,5,5,5,2,5,5,5,2,4,5,3,4,4,2,5,4,5,5,4,5,4,2,4,4
18,2,1,1,4,4,4,3,4,3,3,5,5,3,3,4,4,4,3,4,4,2,2,2,2,4,2,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4
21,2,6,1,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,2,2,4,4,5,1,2,5,4,5,4,4,4,4,4,5,2,5,4,4,4,4,5,4,4,3,4
25,2,2,1,5,5,4,2,1,3,4,1,4,5,2,2,5,5,4,4,4,3,2,5,2,5,5,5,1,5,5,4,4,4,5,4,5,2,5,5,5,5,2,5,2,4,4,5
