Age,Gender,Ethnicity,Language,Income,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12,health13,health14,health15,health16,health17,health18,health19,health20,health21,health22,health23,health24,health25,health26,work1,work2,work3,work4,work5,work6,work7,work8,work9,work10,work11,work12,work13,work14,work15,work16,work17
30,2,2,1,3,4,3,3,3,3,2,4,3,4,4,4,4,3,3,3,4,3,2,2,3,3,1,2,4,4,3,3,4,3,3,3,5,4,3,3,3,3,3,3,2,4,4,3
32,2,1,1,3,5,4,5,5,4,5,4,4,5,5,4,5,5,5,5,4,3,2,4,2,5,5,2,5,4,5,5,4,5,4,5,4,4,5,5,5,5,4,3,4,4,5,5
22,1,2,1,6,2,4,5,5,4,2,5,4,5,1,4,5,5,5,5,5,2,5,5,5,5,3,4,5,5,5,1,1,5,4,5,1,4,4,5,5,5,2,5,2,2,4,2
29,1,1,1,3,4,4,3,3,4,4,3,4,4,4,3,3,4,3,4,5,3,2,2,3,3,3,3,2,3,2,2,3,4,3,3,3,4,4,3,4,4,3,4,3,3,4,2
20,2,1,1,4,5,4,2,4,5,5,5,5,2,1,4,1,5,2,4,3,3,3,4,4,4,3,2,2,5,5,2,2,4,5,5,3,4,3,3,4,4,2,2,1,1,1,1
66,2,1,1,4,2,2,5,5,1,3,3,4,4,2,2,2,5,3,3,5,1,4,4,3,4,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
37,1,2,1,3,5,4,5,4,2,NA,4,4,4,4,2,5,5,4,5,4,5,5,5,5,5,4,5,2,5,5,2,4,5,4,4,4,4,4,4,5,5,4,4,3,2,4,3
33,2,1,1,3,2,3,3,2,2,2,1,1,2,3,2,4,2,1,1,2,5,3,1,4,2,4,2,3,2,2,4,5,2,2,5,3,4,3,5,1,2,2,4,2,1,1,1
28,2,1,1,2,1,4,1,1,1,4,1,4,1,5,1,4,5,5,3,2,5,5,5,5,5,5,5,5,5,5,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1
25,1,1,1,4,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,3,4,5
28,2,6,1,1,4,5,4,5,4,5,1,1,5,5,4,1,1,4,2,4,2,2,3,3,4,3,3,4,5,5,1,4,5,5,4,5,4,5,4,5,4,5,3,5,4,4,1
29,2,6,1,6,5,4,4,4,5,5,5,4,4,5,5,3,5,5,5,5,5,4,5,4,5,5,4,2,4,5,4,5,5,5,5,5,2,5,5,5,5,3,3,3,3,3,5
45,2,1,1,1,4,2,4,3,4,2,4,2,4,2,4,3,2,2,3,4,3,2,4,2,3,2,3,2,2,4,4,3,2,4,2,3,2,4,4,2,3,4,2,2,4,2,4
25,1,1,1,1,4,3,5,4,1,3,1,5,1,1,5,3,4,4,4,3,1,5,5,2,5,3,5,5,5,5,1,1,4,4,5,3,5,5,4,4,5,4,3,3,1,3,4
25,2,6,1,4,5,4,4,5,4,5,3,5,4,5,3,2,2,5,4,5,2,2,1,2,5,2,1,5,5,5,5,4,4,4,4,5,5,5,5,4,5,4,5,5,4,4,5
43,2,1,1,2,1,5,2,2,3,1,1,2,3,3,5,5,5,5,5,5,5,3,3,1,5,3,5,5,5,1,1,3,5,3,5,5,5,5,5,3,3,4,3,3,1,2,1
31,1,1,1,2,4,4,2,1,1,2,5,1,1,3,4,1,3,4,1,1,4,3,2,1,3,2,4,1,1,2,4,3,5,2,3,3,2,2,4,4,4,4,3,4,2,3,3
21,1,6,1,4,4,4,4,4,4,5,3,4,5,4,5,3,5,4,5,4,1,2,1,2,5,2,1,3,4,5,4,5,4,3,4,5,4,5,4,5,3,5,5,4,3,5,4
23,2,1,1,1,3,3,3,4,2,5,2,5,2,3,4,3,4,2,4,2,2,4,3,4,3,1,3,2,3,1,4,3,3,4,3,4,2,2,2,4,5,4,3,3,3,4,2
64,1,1,1,2,4,3,2,2,2,4,3,4,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,3,4,4,4,4,3,3,3,2,3,3
30,1,2,1,5,5,5,4,4,4,4,3,4,5,4,5,5,5,5,5,5,1,1,2,2,5,5,2,1,5,1,4,5,5,5,5,5,4,5,5,5,5,2,4,4,4,4,5
30,2,6,1,4,5,4,2,5,4,4,5,4,5,1,1,1,5,2,4,1,5,4,4,5,5,5,5,1,5,5,2,2,4,2,2,4,4,4,3,4,4,3,4,4,2,2,2
23,2,1,1,3,2,3,3,3,2,3,2,2,3,2,3,2,3,2,2,2,4,4,4,1,3,3,4,3,2,3,5,5,5,5,4,5,4,5,5,4,4,5,5,5,4,4,5
38,2,1,1,1,2,4,2,2,5,2,1,4,4,3,1,5,5,5,1,3,5,5,2,5,5,1,5,5,5,5,5,5,4,5,4,4,3,4,4,4,3,1,4,1,1,3,3
35,1,1,1,4,4,4,5,2,3,5,4,5,4,4,3,4,4,2,5,3,2,1,1,2,4,1,5,4,4,3,4,4,2,4,4,4,5,2,1,5,5,3,4,4,4,5,1
18,2,6,2,3,5,5,4,4,5,5,3,5,5,5,4,5,5,5,5,5,3,5,2,3,5,3,2,2,2,2,2,2,3,4,4,4,2,5,5,5,4,5,5,5,4,4,4
25,2,6,1,5,5,4,4,4,5,4,4,4,3,5,4,4,3,4,4,3,2,2,2,1,5,2,1,4,3,5,4,4,4,4,5,3,4,4,3,4,5,3,5,4,3,4,3
24,NA,7,1,3,4,5,2,2,5,4,4,5,5,5,3,3,5,4,3,5,2,2,4,3,3,4,5,2,4,4,2,2,3,2,3,2,4,1,2,4,1,3,1,1,1,3,1
58,1,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,4,3,5,5
31,2,3,1,3,5,5,4,4,5,5,3,4,4,4,4,2,2,4,3,2,2,2,3,2,4,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
23,1,1,1,4,4,3,2,2,1,4,5,4,4,2,2,2,5,3,2,2,5,4,5,5,5,5,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
28,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,4,5,5,5,4,4,5,5,5,5
43,1,1,1,6,2,4,3,2,4,2,1,2,1,1,5,1,4,1,4,4,3,3,2,2,4,3,5,5,5,5,5,3,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4
32,1,1,1,5,5,5,4,4,5,3,4,5,4,3,4,5,4,5,4,3,1,3,2,2,3,2,3,1,3,1,5,4,3,4,5,4,4,5,4,3,4,5,3,2,4,3,5
51,1,2,1,3,4,4,4,4,4,5,3,5,5,4,4,4,4,5,3,4,3,2,2,2,4,3,2,4,4,3,3,4,4,4,5,5,4,5,5,4,5,4,4,3,4,4,4
24,2,1,1,2,5,5,2,5,5,4,5,5,5,5,5,1,4,5,5,5,2,2,4,4,4,4,1,1,2,5,5,4,4,2,4,3,3,3,4,4,4,2,4,4,2,3,4
33,1,3,1,2,3,4,3,4,3,4,4,5,5,5,3,3,5,4,4,4,3,1,3,1,4,3,1,3,3,5,4,5,4,5,3,4,3,4,4,4,5,5,3,4,5,4,2
28,2,1,1,2,4,3,5,3,4,4,3,4,3,3,3,3,4,4,5,4,2,3,4,2,4,3,1,2,3,2,4,4,4,3,3,5,4,5,5,3,4,5,4,4,5,4,4
29,NA,7,1,1,5,4,1,2,4,4,4,4,4,2,3,3,4,4,5,5,5,4,5,5,5,4,5,2,5,4,4,4,4,5,5,5,2,4,5,5,5,3,3,4,2,4,3
22,2,6,1,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,1,1,1,1,5,1,1,3,4,3,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,5,4
20,2,2,1,4,5,4,5,4,5,4,4,5,3,4,3,4,3,4,5,5,5,2,3,3,3,2,1,1,3,4,4,5,4,5,5,5,4,5,5,3,4,3,3,4,5,5,5
34,2,2,1,4,4,5,4,5,5,4,5,4,5,5,5,4,4,5,4,3,1,1,1,2,4,1,2,5,5,4,5,4,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5
23,2,1,1,4,2,4,1,4,2,2,1,4,1,4,1,1,4,4,3,2,2,2,4,2,4,2,4,2,1,5,2,2,4,2,2,2,4,2,2,3,2,4,4,2,4,2,3
20,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5
26,2,2,1,2,5,4,5,3,5,4,3,5,4,4,5,5,4,4,5,4,2,2,1,1,3,3,2,5,5,4,5,4,3,4,5,4,3,4,5,4,4,5,4,4,5,4,4
25,2,6,1,5,4,4,5,4,4,5,5,3,4,4,4,5,4,5,5,4,1,2,2,2,4,2,2,4,5,4,4,5,4,5,4,5,4,5,5,5,5,4,5,4,4,5,4
19,1,6,1,6,5,2,4,4,1,2,5,4,5,1,1,3,1,3,4,1,3,4,4,2,5,2,5,5,5,5,1,1,4,1,2,2,5,2,2,3,3,2,1,1,2,2,2
34,2,1,1,5,5,4,5,4,4,4,2,5,1,1,4,5,5,4,5,5,5,5,5,5,5,5,5,1,5,1,2,5,4,4,1,4,5,5,5,5,5,1,4,1,1,4,4
39,2,1,1,2,4,3,4,3,3,4,4,4,4,3,4,3,4,2,4,3,2,3,2,2,2,3,2,2,3,2,4,3,4,3,4,3,3,4,4,3,3,4,4,3,4,3,4
43,1,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,4,4
33,1,2,1,2,4,4,5,3,4,2,2,2,3,1,2,2,4,3,4,4,5,4,5,5,5,4,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
33,2,1,1,5,4,3,5,5,4,1,5,4,5,5,5,4,4,5,5,4,5,2,3,2,5,3,3,1,3,5,4,4,5,4,5,5,5,4,5,5,5,3,3,3,4,3,5
46,1,1,1,4,4,4,5,5,5,3,3,3,1,1,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33,2,1,1,3,4,4,4,4,4,4,5,4,5,1,4,3,5,4,4,4,3,3,4,4,4,4,5,5,1,1,1,1,4,4,4,1,4,4,1,1,2,4,4,4,2,4,1
42,2,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
21,2,6,2,3,4,4,3,5,3,3,2,3,4,4,4,1,4,3,4,3,3,4,4,3,4,4,5,5,5,3,2,2,4,5,4,4,3,3,3,4,4,2,4,2,2,2,4
34,2,6,1,3,4,4,5,5,5,4,5,5,4,5,2,2,5,4,2,5,2,2,2,2,4,4,2,5,4,2,4,2,4,4,2,5,5,5,2,2,4,5,5,4,5,5,2
30,1,1,1,4,5,4,5,4,5,5,5,5,5,4,3,3,4,4,4,4,3,5,4,5,5,5,4,2,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,3,3,4,4
49,2,6,1,6,4,3,5,4,3,1,4,3,4,3,3,2,2,2,4,3,4,4,2,2,2,3,3,4,4,2,4,3,2,3,4,4,5,4,2,3,4,4,3,3,2,4,3
37,1,1,1,4,5,2,2,2,2,1,1,3,1,1,5,5,5,5,5,5,5,5,1,5,3,5,1,1,5,5,4,2,5,5,5,4,5,5,5,5,5,5,5,5,1,5,5
30,2,1,1,5,5,5,5,4,4,4,5,4,5,4,5,3,5,4,5,5,2,2,1,2,5,2,2,3,4,3,5,4,4,5,5,4,4,5,4,5,5,4,5,4,4,5,5
42,2,7,1,6,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,3,4,4,4,3,3,3,3,4,3,5,4,4,4,3,4,4,4,3,4,4
21,2,1,1,6,5,5,4,5,4,5,5,5,5,5,5,5,5,4,3,2,2,5,4,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5
27,2,1,1,3,4,4,4,4,5,4,4,4,5,4,5,4,4,5,5,5,1,1,2,2,4,4,2,3,4,3,3,3,3,3,3,3,3,4,2,4,2,4,4,4,2,4,2
28,2,3,2,2,5,4,3,4,3,5,5,5,5,5,3,5,2,5,2,2,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
28,2,1,1,3,5,4,2,2,3,4,3,2,2,2,1,4,4,2,4,1,4,3,3,3,4,2,3,2,5,5,4,4,5,5,3,4,4,3,3,5,4,4,5,3,3,3,4
22,2,1,1,4,2,4,2,2,2,4,4,2,4,4,2,2,5,2,2,2,5,4,4,4,4,4,5,5,5,5,2,2,2,2,2,2,5,2,2,2,2,2,1,2,2,2,1
22,2,7,1,3,5,4,4,4,4,2,2,3,4,2,4,2,4,4,2,4,4,3,4,4,4,4,4,2,2,5,4,2,4,2,3,3,2,4,4,4,4,2,4,3,2,2,3
33,1,6,1,4,5,3,4,2,4,4,1,4,4,4,4,4,5,4,4,4,3,2,4,3,4,3,2,5,4,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4
19,1,1,1,3,5,4,1,3,2,4,4,5,4,2,3,3,5,4,4,5,5,3,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,4,4,4,4
33,2,5,1,5,4,4,2,5,5,2,3,2,1,5,2,3,2,3,3,4,4,1,3,2,2,2,2,4,4,4,4,5,3,1,3,1,4,5,1,2,2,4,4,1,2,3,5
58,2,1,1,2,4,5,5,4,4,2,4,4,2,1,5,4,5,5,4,4,5,4,5,5,5,5,5,2,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,5
37,2,2,1,3,4,5,3,5,3,5,4,5,4,5,4,5,4,5,4,5,2,1,3,2,5,2,2,2,4,4,5,3,5,4,5,4,5,2,5,3,5,4,5,4,4,4,3
23,2,1,1,1,4,4,4,5,5,5,4,5,4,1,1,3,4,1,4,3,1,4,2,3,4,2,2,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,5,5,3,4,4
23,1,6,1,4,4,5,3,4,5,4,5,3,4,5,5,4,3,5,4,5,3,2,1,1,4,3,1,5,3,2,5,4,5,2,5,4,3,5,4,5,4,4,4,5,5,4,5
20,1,3,1,4,4,4,4,5,4,5,4,4,4,5,4,4,5,3,4,4,1,2,1,2,4,1,2,4,4,4,4,4,4,5,5,4,4,5,4,5,5,4,NA,4,5,4,5
26,1,1,1,1,4,5,5,4,5,4,5,4,4,4,4,1,5,4,5,4,4,4,5,4,5,4,5,4,5,5,4,4,4,2,4,4,4,4,4,5,4,4,3,4,2,2,2
31,2,1,1,4,5,5,2,2,3,5,4,4,4,2,2,3,5,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,2,2,3,4
27,2,1,1,3,1,4,1,2,4,4,2,4,3,1,2,5,4,4,2,4,5,2,5,4,4,2,2,5,5,5,3,4,2,5,4,2,1,3,2,4,2,2,4,2,1,4,3
23,1,6,1,4,5,5,5,5,4,1,3,4,4,1,4,2,5,5,3,3,5,3,5,5,5,5,5,5,5,5,2,3,3,4,3,4,5,5,4,5,5,1,4,4,4,4,4
22,2,3,2,3,2,3,3,2,4,2,1,4,1,2,1,1,4,1,2,2,3,4,5,3,5,4,4,2,5,5,1,2,5,2,4,4,4,5,5,5,5,2,2,2,1,3,2
35,1,1,1,4,3,3,4,3,3,3,3,3,3,3,4,2,2,3,3,2,4,3,5,4,3,3,3,5,3,5,2,3,3,3,3,2,3,3,1,2,3,3,3,3,3,3,3
22,2,6,1,5,3,4,3,4,3,4,4,2,4,5,2,1,5,4,4,3,1,1,1,3,4,3,1,1,4,4,4,4,3,3,5,3,4,3,4,3,4,3,2,3,3,4,3
20,1,1,1,2,5,4,3,5,5,5,5,5,4,4,4,5,5,4,5,4,2,1,1,2,4,1,1,5,5,4,5,4,4,NA,4,4,5,5,5,5,5,5,5,4,5,5,5
19,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,5,1,2,2,5,5,1,5,4,5,4,4,5,4,1,1,3,2,2,2,4,2,1,2,3,2,2,2,4,3,2
31,2,1,1,3,2,2,1,2,1,4,1,1,1,1,2,2,5,4,4,3,1,1,4,5,3,1,5,5,1,1,1,1,4,2,4,1,4,2,3,3,3,4,4,4,2,4,2
21,2,6,2,3,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,1,5,5,5,5,5,5,5,2,2,5,5,5,2,5,5,5,5,5,5,5,2,2,5
22,1,6,1,2,4,4,2,2,4,2,3,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
23,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,5,5
22,2,6,1,5,4,5,3,4,4,4,4,5,5,3,4,5,3,4,4,5,4,2,2,2,4,1,2,5,1,4,5,4,3,4,4,5,2,4,5,4,1,3,4,4,4,3,3
21,2,1,1,6,1,5,5,5,1,5,5,4,5,5,1,3,1,1,4,3,5,1,1,5,3,5,1,5,5,5,1,1,5,5,5,2,5,1,1,5,1,3,1,1,1,1,1
37,1,1,1,4,4,3,4,3,4,3,2,3,3,2,4,5,4,3,2,1,3,2,2,3,4,3,2,3,4,4,3,4,2,2,3,1,3,3,4,3,2,3,1,4,3,5,2
21,2,6,1,3,5,4,5,4,5,4,4,5,3,4,5,4,5,4,5,3,1,3,2,3,4,2,1,5,5,3,4,5,4,5,3,4,5,4,5,4,5,4,5,4,5,5,4
37,1,2,1,2,2,4,4,2,4,3,2,3,4,1,1,1,4,2,2,4,4,5,5,5,5,4,2,2,1,1,1,1,2,2,2,3,2,3,2,3,2,2,1,1,1,1,1
23,1,6,1,3,4,2,2,3,1,4,1,2,4,4,2,5,3,3,2,4,3,3,4,3,3,3,5,4,2,2,4,1,4,2,4,3,3,1,3,5,4,2,2,3,5,3,5
37,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,1,5,5,3,5,2,2,2,5,5,5,1,5,5,5,2,2,4,4,5,4,3,1,5,5,5,5,5,5,5,4,4,5
25,1,2,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,2,5,5,5
21,1,1,1,1,5,4,2,5,3,5,5,5,1,1,1,5,4,4,2,2,3,4,2,5,5,5,4,5,1,5,2,2,3,4,4,4,4,3,4,3,3,4,3,4,2,4,3
21,2,3,1,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,5,5,1,1,1,1,4,2,2,5,4,4,4,4,5,4,3,4,5,5,5,5,4,4,4,5,5,5,5
43,1,1,1,6,5,4,5,5,4,3,2,4,2,1,3,4,5,4,5,3,4,5,3,3,4,5,5,1,3,5,4,4,4,5,5,5,1,3,4,4,4,4,3,3,4,4,4
38,2,2,1,4,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,3,3,3,4,3,2,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,5,5,5,5
25,1,6,1,5,4,5,2,3,4,3,4,4,3,3,5,1,3,5,4,4,1,3,1,3,4,1,2,2,5,1,5,5,3,4,5,2,5,5,5,4,5,3,3,3,3,4,5
47,1,1,1,1,4,3,5,5,4,4,3,5,5,2,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3
25,2,6,1,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,5,5,1,2,1,1,4,1,2,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4
43,2,1,1,5,5,5,4,4,4,5,5,5,5,1,3,3,5,2,5,3,5,5,4,5,4,5,5,2,5,5,4,3,5,5,5,4,5,4,5,4,4,4,4,4,3,4,4
35,2,3,1,3,5,4,4,5,3,4,5,5,5,5,1,5,2,1,3,4,4,1,4,4,5,5,5,5,2,1,4,4,4,5,5,5,5,5,5,5,5,4,4,4,3,5,4
33,2,1,1,3,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
21,1,1,1,1,4,5,4,5,4,2,3,4,5,4,4,5,5,4,4,4,3,2,1,1,4,2,3,5,4,4,5,3,5,4,5,4,4,4,4,5,5,4,5,4,5,5,5
36,1,6,2,2,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,3,3,5
35,2,6,1,5,4,4,5,5,4,4,4,5,5,4,5,3,4,5,4,4,1,2,2,1,5,2,1,5,4,5,5,5,4,5,4,4,4,5,5,4,4,4,4,5,5,5,4
26,2,2,1,2,5,4,4,3,4,4,3,5,4,3,4,3,4,3,5,3,2,2,2,2,4,3,3,5,3,4,5,4,4,4,5,3,4,4,5,3,5,3,4,5,3,4,4
22,2,6,1,5,4,5,4,5,5,4,5,4,4,4,4,4,4,4,5,4,1,1,1,2,5,1,1,3,4,4,5,4,4,4,5,5,4,4,4,4,5,5,5,4,5,4,5
24,1,6,1,5,4,5,4,4,3,4,3,3,2,4,3,4,3,4,3,4,3,2,3,3,4,2,4,4,2,3,3,4,3,3,3,4,3,4,3,4,3,3,3,3,4,2,4
22,2,1,1,1,1,5,1,1,1,2,1,2,5,5,1,5,5,5,4,5,5,5,5,5,5,3,5,5,4,5,4,2,5,4,4,4,5,4,4,5,4,5,5,4,4,4,4
29,2,7,1,3,5,4,2,2,5,1,2,4,3,3,4,4,4,4,5,4,1,1,4,5,5,5,2,2,5,2,4,2,5,4,4,4,5,5,5,5,5,5,5,4,1,5,2
32,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,5,5
28,1,6,1,2,4,4,3,3,4,4,2,4,2,2,4,4,4,3,3,3,2,4,4,4,5,5,4,2,5,5,4,4,3,2,4,4,2,4,4,4,4,4,4,2,2,3,4
22,2,2,1,2,4,4,5,4,5,2,2,2,4,2,2,5,1,4,3,2,2,4,4,4,4,4,5,5,5,5,2,4,4,NA,3,4,4,3,2,3,4,2,3,2,3,4,4
24,NA,1,2,1,1,2,1,2,3,4,1,3,1,1,1,3,2,1,2,1,3,2,3,2,3,3,5,1,2,1,1,1,1,1,1,1,4,2,1,3,3,1,1,1,1,1,3
26,2,3,2,2,5,5,5,5,5,4,4,4,3,3,4,4,4,4,4,5,3,3,2,5,5,5,3,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5
22,2,6,1,5,3,4,5,3,4,3,4,5,4,5,2,4,4,5,5,4,5,2,1,2,3,2,2,5,3,5,5,4,5,3,3,4,3,4,4,5,3,5,2,4,2,3,5
25,1,6,1,3,5,4,5,2,4,5,3,4,5,3,4,4,5,4,3,4,4,1,5,3,4,4,2,2,4,2,4,3,5,4,5,3,5,5,3,5,3,3,5,4,2,4,5
31,1,6,1,3,4,4,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,4,4,5,2,4,5,5,5,4,4,3,4,2,4,4,4,4,5,5,5,5,5,4,4,4
23,2,2,1,4,4,3,5,5,3,5,5,5,4,3,3,5,5,3,4,3,3,1,3,5,5,5,2,2,5,5,4,4,5,5,5,5,5,5,5,5,5,3,4,3,3,4,4
23,1,6,1,5,5,4,5,3,5,4,5,4,5,3,4,3,4,5,3,5,3,2,1,2,4,2,1,3,2,2,4,5,3,5,4,5,3,4,5,2,4,5,4,5,4,4,5
23,1,6,1,3,1,4,4,1,4,3,1,5,3,3,2,1,4,5,4,3,5,2,4,3,2,2,1,5,3,1,1,3,5,3,3,5,3,5,5,4,2,1,2,2,4,5,5
