Age,Gender,Ethnicity,Language,Income,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12,health13,health14,health15,health16,health17,health18,health19,health20,health21,health22,health23,health24,health25,health26,work1,work2,work3,work4,work5,work6,work7,work8,work9,work10,work11,work12,work13,work14,work15,work16,work17
25,2,6,1,5,5,4,4,5,3,4,5,5,5,4,5,3,4,5,4,5,2,1,1,2,4,3,2,5,4,5,4,3,5,4,4,5,5,5,4,5,4,4,5,5,4,4,5
20,2,3,1,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,4,2,1,2,2,5,2,2,4,5,4,5,4,5,5,5,4,5,5,5,5,4,4,4,5,5,5,4
22,2,6,1,3,5,4,4,4,4,4,4,4,5,4,5,4,5,5,4,5,4,2,4,2,4,1,2,5,5,5,2,2,2,3,4,2,2,4,4,4,4,4,4,4,4,4,4
23,1,6,1,5,5,4,4,5,3,4,5,3,5,3,4,5,4,5,3,5,2,1,3,2,5,1,2,5,3,5,4,3,5,4,5,4,5,5,4,5,5,4,4,1,2,3,5
60,1,2,1,5,5,4,5,5,5,5,5,5,5,3,3,4,4,4,3,4,4,3,2,2,3,3,5,5,5,5,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,3
25,1,1,1,4,5,3,3,2,4,5,5,5,4,3,4,3,5,5,4,5,4,2,5,2,1,2,3,4,4,4,4,3,2,5,3,4,5,5,3,5,2,3,4,3,4,5,5
21,2,2,1,4,4,4,4,4,5,5,5,5,4,2,4,4,5,4,5,4,1,4,5,5,5,1,5,2,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,4,4,5,4
22,1,1,2,2,5,5,3,1,3,5,1,5,1,1,1,3,5,2,4,5,2,2,2,2,5,5,3,2,5,4,5,5,4,3,3,2,5,5,5,5,5,2,1,4,4,5,3
21,2,6,1,3,5,4,4,5,4,5,4,5,5,4,5,2,5,4,3,4,3,2,2,2,5,3,2,1,2,5,4,5,4,5,3,5,3,4,5,4,5,1,4,5,4,5,5
40,1,2,1,4,4,5,5,1,5,4,4,4,5,5,1,1,4,1,4,5,2,3,2,3,5,3,5,5,2,1,4,4,4,5,5,5,5,5,4,5,5,2,5,4,1,3,4
21,2,1,1,5,2,3,1,1,2,2,1,3,4,4,1,2,3,2,2,1,3,3,2,4,3,4,5,1,1,2,4,3,4,2,4,2,2,3,5,4,3,2,1,2,2,2,3
26,1,1,1,5,5,4,1,1,4,2,4,4,2,1,1,4,5,4,4,5,2,4,2,5,3,4,1,1,4,5,2,4,4,2,4,3,4,3,4,4,3,2,4,2,1,4,4
58,2,1,1,6,4,4,4,4,3,2,2,3,5,1,3,2,3,3,3,3,3,4,2,3,3,3,5,5,5,5,4,3,5,5,5,4,3,5,5,5,5,3,3,3,3,4,4
25,1,7,1,4,2,3,4,3,4,3,3,3,3,4,4,3,3,4,3,3,2,3,1,3,3,3,4,3,2,4,4,5,4,3,2,4,4,2,4,2,4,4,2,3,5,3,2
22,1,6,1,6,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4
40,NA,7,1,3,5,5,4,4,4,5,2,5,4,2,3,4,4,3,2,4,4,2,2,2,5,4,5,2,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,3,2,2,4
NA,1,1,2,2,5,4,4,3,5,4,4,5,3,4,4,4,3,2,2,2,3,3,4,3,4,4,4,2,3,4,3,4,4,4,3,4,4,5,4,5,5,3,4,5,3,3,5
22,2,6,1,3,5,5,4,4,4,4,4,4,5,4,5,5,5,5,5,5,1,1,4,3,5,2,2,5,5,5,2,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4
21,2,6,1,4,4,4,3,5,3,4,5,4,5,3,4,5,3,4,5,4,1,3,2,2,4,3,2,5,5,5,3,4,4,4,3,4,5,5,4,5,4,3,4,4,5,4,4
21,1,3,1,5,5,5,5,4,4,4,3,5,4,4,2,3,5,3,2,3,4,2,3,3,4,2,2,5,3,3,3,4,3,4,3,3,5,5,4,4,5,4,4,4,5,4,5
18,1,1,1,6,5,5,5,5,3,4,2,3,4,1,4,5,5,5,4,5,5,4,5,4,5,3,4,1,3,5,4,4,5,4,2,4,4,5,5,4,5,3,2,2,2,4,5
21,1,3,1,3,4,4,5,4,5,2,4,4,5,3,5,4,4,4,4,5,2,1,2,2,4,1,3,2,3,1,4,5,4,5,4,5,4,5,5,5,4,5,5,4,5,5,4
25,2,6,1,4,5,4,5,4,5,4,4,4,5,4,5,4,4,4,4,4,1,2,1,2,5,2,1,4,4,5,5,4,3,4,5,5,5,4,5,4,4,4,5,4,5,4,4
22,2,6,1,5,4,4,5,5,5,5,4,5,5,5,4,5,5,5,4,5,2,1,2,1,5,2,1,4,5,3,5,4,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4
28,1,7,1,2,4,4,1,1,4,4,2,4,4,4,2,4,4,5,5,4,4,2,4,4,5,3,4,1,2,5,4,5,4,4,4,4,2,4,5,4,4,5,5,4,2,5,5
36,1,6,2,3,5,4,5,4,5,4,4,5,4,4,5,4,5,5,4,5,1,2,4,3,5,1,4,5,3,5,4,5,5,5,5,5,4,5,4,5,5,5,4,3,4,5,5
31,1,6,2,4,5,5,4,4,5,5,5,5,5,1,3,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,4,4,5,5,5,3,2,5,5,5,5,3,5,4,2,4,4
25,1,6,1,3,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,4,1,2,1,2,4,1,1,4,5,5,5,4,5,4,5,4,5,5,4,5,4,4,5,5,4,5,4
25,2,6,1,4,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,5,4,2,4,2,5,1,2,5,5,5,4,5,4,5,5,5,4,4,5,5,5,4,5,4,5,4,5
21,1,3,1,4,4,4,5,4,5,3,5,3,5,4,4,4,4,4,3,4,2,2,2,2,4,2,2,4,5,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,5,3
20,2,3,1,4,5,5,4,5,5,4,4,4,5,4,5,4,5,4,5,4,1,1,2,2,4,2,2,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,4,5
34,2,1,1,4,4,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,1,2,1,2,5,2,2,1,1,1,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,4,5
20,1,1,1,5,4,2,5,5,4,2,5,3,1,1,1,1,4,2,1,4,1,4,2,3,3,2,1,3,4,5,2,4,4,2,4,3,4,3,3,4,3,4,1,2,1,2,3
26,1,1,1,2,4,3,2,2,3,3,4,4,2,4,2,2,4,1,4,4,2,3,4,2,5,3,4,2,3,5,4,2,4,5,5,2,3,3,4,4,4,3,5,4,4,4,4
63,2,7,2,3,4,5,5,5,2,4,4,4,2,1,2,4,4,4,5,3,3,4,4,4,5,2,5,5,5,5,2,4,4,4,4,4,4,4,4,4,5,4,2,4,4,4,4
19,2,1,1,1,2,4,3,3,4,5,3,4,1,1,3,1,2,1,2,3,2,2,5,2,4,2,2,2,2,1,1,3,3,3,4,3,3,3,2,3,3,4,4,3,3,3,3
28,2,1,1,3,4,2,1,5,3,3,5,3,4,3,2,1,5,4,3,4,4,2,2,2,3,5,3,1,4,1,1,1,1,4,4,3,4,4,4,4,4,3,4,3,4,3,5
31,2,6,1,1,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,2,2,1,2,5,2,1,4,5,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4
25,2,6,1,3,5,5,5,4,4,5,3,4,5,4,5,4,5,4,4,5,2,2,2,2,5,1,2,4,5,5,5,5,5,4,3,4,5,4,5,4,4,5,5,5,4,5,4
18,1,3,2,2,4,5,4,4,4,3,5,3,5,5,3,2,5,4,4,5,5,3,3,2,5,4,4,5,5,5,3,3,4,3,4,3,4,4,3,4,4,2,4,4,2,3,2
25,2,4,1,4,5,5,3,5,5,5,2,5,5,4,5,2,5,5,3,5,2,1,4,2,3,2,2,2,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,3,4
65,2,1,1,4,5,4,5,4,2,4,5,5,5,4,5,1,4,4,5,4,3,3,4,5,5,4,4,1,2,5,3,3,3,4,5,4,3,4,4,5,4,3,5,4,2,4,4
22,2,7,1,2,4,4,2,2,2,2,2,4,4,2,4,2,4,2,2,3,4,4,4,3,3,3,3,5,5,5,3,3,3,3,4,4,4,3,3,3,4,2,3,3,3,3,3
22,2,6,1,5,5,4,5,4,3,3,3,4,5,5,4,2,5,5,1,3,1,3,2,2,4,1,3,5,4,5,5,4,5,4,4,2,3,5,4,5,4,5,4,3,2,5,4
22,2,6,1,4,4,4,5,5,4,5,4,4,4,5,4,5,4,5,5,4,1,2,1,2,5,2,2,4,5,4,5,4,5,4,5,3,5,3,5,4,3,5,3,4,5,4,5
22,1,1,1,4,4,5,2,2,1,4,1,4,5,4,2,4,5,5,4,4,5,5,4,5,5,5,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,2,4,2
28,2,6,2,3,4,4,4,4,5,4,4,4,4,4,4,5,5,3,3,4,3,2,4,4,4,4,2,5,4,5,4,4,4,4,2,4,3,4,2,4,4,4,4,2,4,4,2
21,1,3,1,4,5,4,5,5,5,5,5,4,4,5,4,4,4,5,5,5,1,2,1,1,NA,2,2,5,4,4,4,5,4,5,4,4,4,4,4,5,5,4,5,5,4,5,4
26,2,2,1,2,4,4,4,1,4,4,1,4,4,1,2,2,4,2,2,4,5,5,2,4,2,4,5,1,4,5,1,1,4,1,2,2,4,4,2,3,3,2,1,1,1,1,2
43,2,6,1,5,5,4,4,4,4,2,4,4,1,1,1,1,4,1,2,1,1,2,2,3,4,2,2,1,4,5,4,4,4,4,4,4,5,5,4,4,4,5,4,5,5,5,5
20,1,3,1,5,4,3,2,4,4,3,3,2,5,3,4,5,4,4,4,4,2,2,5,2,4,2,2,5,4,4,4,5,4,5,4,4,4,5,4,4,5,4,5,4,5,4,5
30,2,4,1,4,5,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,2,2,2,4,4,2,1,5,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4
23,1,6,1,3,5,4,5,3,4,5,4,5,5,5,5,5,5,4,4,5,2,1,2,3,4,1,2,5,5,5,5,4,4,5,5,4,5,5,5,5,4,5,2,4,1,3,4
35,2,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,5,2,NA,4,NA,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,1,3,1,4,4,5,4,5,4,4,4,5,4,5,5,4,4,4,5,3,1,1,2,2,5,2,3,2,1,1,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,4
21,1,3,1,4,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,2,2,1,2,4,1,2,4,5,4,4,4,4,4,5,4,5,5,4,5,5,4,4,5,5,4,4
22,1,1,1,3,4,4,5,5,4,4,5,5,5,4,3,5,5,4,5,5,5,4,2,5,4,5,5,2,4,5,5,4,4,4,5,4,5,4,5,5,5,4,5,2,5,3,3
21,2,1,1,4,4,2,1,4,4,5,4,4,2,2,4,2,5,4,4,2,5,5,5,5,5,1,5,2,4,5,4,4,5,4,5,5,4,4,4,4,4,2,2,2,4,4,2
25,2,6,1,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5,4,5,2,1,2,1,4,1,2,5,4,4,5,4,4,4,4,5,4,5,5,5,4,4,4,4,5,4,4
32,1,1,1,6,4,4,1,1,3,4,5,5,5,5,1,1,5,4,2,1,5,5,5,5,3,5,5,5,4,5,4,4,4,5,5,5,4,4,5,5,5,4,1,2,3,4,5
25,2,6,1,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,2,1,2,4,1,2,5,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,5,4,5,4
21,2,3,1,4,4,4,4,5,5,5,4,4,4,4,4,4,3,4,4,4,3,2,2,1,4,1,1,4,5,4,5,5,5,5,4,5,5,4,5,5,5,NA,4,4,5,5,4
22,2,6,1,4,5,4,4,4,5,4,4,4,5,4,5,4,4,5,4,4,2,1,1,2,5,1,1,4,3,3,5,4,4,4,5,5,4,4,3,3,3,3,4,3,3,5,4
38,1,3,1,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,3,1,2,2,5,2,1,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
41,2,1,1,6,2,4,5,5,1,1,2,1,5,1,3,5,5,3,4,3,5,5,2,5,4,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,5,3,5,5,5
24,3,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,4,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
35,2,7,1,4,2,1,2,2,1,1,4,1,1,1,1,3,5,4,5,2,5,5,5,5,5,2,1,5,5,5,4,4,5,4,5,4,2,4,4,5,5,4,4,3,2,4,4
30,2,1,1,1,4,5,4,4,5,5,5,4,5,4,5,4,4,4,5,5,1,2,2,2,5,2,2,3,5,4,4,5,3,5,5,4,5,4,5,4,5,4,5,5,5,4,5
40,1,1,1,2,4,3,4,5,3,4,5,4,5,4,5,4,5,4,5,4,1,1,2,2,5,2,1,4,5,4,4,5,4,5,4,5,3,4,5,4,5,4,5,4,5,5,4
23,2,1,1,4,4,2,2,3,3,3,5,2,3,2,2,2,4,2,3,3,4,4,1,3,3,4,2,3,5,2,4,3,2,3,4,3,4,3,3,2,2,4,2,2,4,3,2
26,2,1,1,5,5,3,3,4,3,4,2,5,4,3,4,2,5,4,5,5,3,3,4,5,4,5,2,5,4,5,4,4,5,4,5,4,2,4,5,4,5,3,4,4,3,3,4
31,1,6,1,2,4,4,2,5,4,4,5,5,4,4,5,5,4,2,5,5,4,2,1,4,5,1,4,1,4,5,4,2,4,5,4,4,5,4,5,2,5,5,5,2,4,5,5
22,1,1,2,1,2,3,5,4,5,2,4,5,3,2,5,2,5,5,5,5,3,1,3,2,4,3,4,2,4,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2
30,1,1,1,4,4,4,4,5,3,4,5,3,5,1,1,5,5,4,4,3,5,4,4,4,4,5,5,1,5,5,4,4,5,4,4,4,4,4,4,5,5,4,4,3,3,4,3
21,1,1,1,1,4,2,4,4,3,5,4,5,5,4,2,4,4,5,5,4,4,4,4,4,4,2,2,4,5,4,4,4,4,4,4,4,4,4,5,5,4,3,4,4,3,4,4
35,2,1,1,1,4,5,4,5,3,4,5,4,5,4,4,5,4,4,4,4,2,1,2,2,4,2,1,4,4,5,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4
35,2,1,1,2,5,4,5,4,4,4,5,4,4,4,4,5,4,4,5,4,2,2,1,2,4,2,1,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,3,5
21,1,1,1,1,4,5,5,5,4,3,4,3,4,1,1,1,4,4,4,4,5,5,5,5,4,5,2,5,5,5,2,2,5,3,5,4,4,5,4,4,4,2,3,3,3,2,2
20,1,3,1,4,4,5,4,4,5,4,2,4,5,4,4,5,4,4,5,5,2,2,1,1,4,4,3,2,2,1,4,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,5
34,2,6,1,1,4,3,2,3,4,4,3,3,4,3,4,5,3,3,4,4,3,3,5,2,4,3,3,2,5,3,3,4,3,2,2,3,3,4,4,4,3,3,4,4,3,3,2
32,2,1,1,2,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,1,2,1,2,5,2,2,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4
31,2,2,1,6,5,4,4,3,2,4,3,4,4,5,3,4,5,4,4,4,3,2,5,2,5,1,5,5,5,5,4,3,4,5,4,4,1,5,5,4,4,5,4,1,3,5,4
30,2,5,1,1,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,2,2,3,2,3,2,3,4,4,1,4,4,4,3,4,4,4,3,2,4,2,4,4,4,4,3,4
27,2,1,1,2,5,5,5,5,NA,5,4,NA,NA,4,5,4,NA,5,NA,4,NA,2,2,1,5,1,2,4,5,5,4,3,4,5,5,5,3,5,4,3,3,1,4,2,2,4,2
36,2,6,1,3,4,4,4,2,4,4,2,5,4,4,5,5,5,5,4,4,5,2,3,2,5,5,5,4,4,5,3,4,4,3,3,2,4,4,4,4,4,3,4,4,4,4,4
35,2,1,1,2,5,4,5,4,5,4,4,5,4,4,4,4,5,4,4,5,2,2,2,2,4,2,2,5,5,4,4,5,4,5,4,5,5,4,4,5,4,4,5,5,4,4,4
38,1,5,1,1,4,2,2,4,4,3,2,4,4,5,2,4,4,2,5,4,2,2,4,4,4,3,4,4,4,1,4,2,4,3,4,5,3,4,2,2,4,3,4,2,4,5,3
30,2,1,1,3,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,2,5,4,5,1,5,5,5,5,5,4,4,4,4,4,2,5,5,5,4,4,5,2,4,4,4
23,1,1,1,4,4,4,4,5,4,4,4,4,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,2,5,5,4,4,5,4,5,4,4,4,5,5,5,3,4,4,4,5,4
30,1,5,1,1,4,5,4,3,4,4,5,3,4,3,3,3,4,3,4,5,3,1,2,2,3,2,1,3,4,4,4,5,4,NA,NA,5,3,4,4,5,4,3,4,4,5,4,3
34,2,6,1,1,3,3,3,2,5,3,3,2,3,3,3,2,4,3,4,3,4,3,2,2,3,4,2,2,3,3,2,3,2,4,3,4,3,3,3,4,2,2,4,5,4,3,3
30,2,5,1,1,4,3,5,3,4,4,3,1,4,4,3,5,4,4,3,4,2,4,2,2,3,3,2,4,3,2,4,3,4,4,3,2,2,4,4,4,3,4,2,4,3,4,4
33,1,6,1,1,3,3,3,2,4,3,2,4,4,3,4,2,4,4,3,2,3,2,4,3,4,3,2,2,3,4,3,4,2,3,4,4,3,4,3,4,3,4,2,5,3,3,2
28,2,1,1,5,4,4,4,4,4,3,3,4,4,4,4,5,4,NA,4,4,2,2,4,2,4,2,4,3,3,2,3,3,3,3,2,2,3,4,4,4,4,4,4,4,2,4,4
26,2,6,2,2,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,1,2,1,2,5,2,2,5,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,4,5,4,5
27,2,1,1,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3
35,2,2,1,6,5,4,4,3,1,4,2,4,4,4,3,4,5,4,5,5,2,1,5,2,5,3,2,5,2,4,4,3,5,4,3,5,3,5,4,4,5,2,4,2,3,5,4
30,2,5,1,1,2,4,3,2,4,3,2,4,3,3,4,4,2,4,2,2,2,2,3,3,4,4,2,3,4,1,4,3,2,4,3,4,2,5,2,3,4,3,4,4,4,2,3
44,2,6,2,6,3,4,4,4,4,5,4,5,2,2,5,4,5,5,4,4,4,2,4,4,5,5,5,2,5,5,4,4,4,4,4,4,3,5,4,4,4,4,5,4,3,4,4
23,2,1,1,4,4,2,3,2,4,4,3,4,5,5,4,3,5,3,3,5,3,3,4,3,4,2,2,5,3,4,4,4,3,4,3,4,3,4,4,5,4,3,4,4,3,3,4
29,2,6,2,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,2,4,5,2,5,5,1,5,5,2,4,5,4,5,1,5,4,5,5,4,5,5,2,4,5
26,2,1,1,4,5,5,1,1,5,5,3,5,5,4,5,5,5,5,4,5,5,1,2,1,5,5,2,5,5,5,5,3,2,5,4,3,5,5,5,5,5,4,1,3,1,3,5
54,2,1,1,4,4,3,4,2,4,5,4,5,4,5,3,4,3,4,5,3,2,2,4,3,4,2,4,5,3,5,3,4,5,4,3,4,4,5,3,4,4,5,3,3,5,4,4
24,2,6,1,1,1,5,2,2,4,2,4,4,1,1,4,4,4,1,3,2,4,2,3,5,5,5,5,5,5,5,4,4,3,5,5,4,4,4,4,5,5,4,4,4,4,4,4
22,1,6,2,3,4,5,4,4,3,5,4,5,5,4,4,5,4,5,4,4,1,2,4,2,5,3,1,5,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,4,5,4,5
28,1,6,2,5,3,5,5,4,4,1,3,4,4,5,5,1,3,5,5,5,1,3,2,3,4,1,1,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
31,NA,7,1,1,5,4,4,4,4,4,4,4,4,4,4,5,5,4,3,4,2,2,3,2,5,1,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32,2,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,4,2,2,5,4,4,5,4,4,5,4,4,5,5,5,4,4,4,5,5,4,4,4
46,1,1,1,3,4,5,4,3,3,5,5,3,5,3,4,2,4,5,4,5,2,3,1,2,3,2,4,4,3,5,4,4,3,4,5,4,2,4,2,4,5,4,5,3,2,2,3
53,2,1,1,2,4,4,4,5,3,4,5,3,4,4,3,4,5,3,4,3,3,2,2,2,4,1,2,4,3,5,4,4,3,5,4,3,5,4,4,3,3,5,4,4,3,4,3
18,1,1,1,2,4,2,3,3,3,2,3,4,3,3,4,3,4,4,4,4,5,5,2,5,4,3,3,2,4,3,2,3,4,2,2,3,4,4,4,4,4,2,2,2,2,3,3
27,2,6,2,2,5,5,4,5,4,4,5,2,4,5,4,5,4,4,4,4,4,1,1,2,2,1,2,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5
28,2,6,1,3,4,4,NA,4,4,4,4,5,4,5,4,4,4,4,NA,4,2,2,1,3,4,2,2,4,4,5,4,4,4,5,4,4,4,4,5,4,5,4,5,4,5,5,4
24,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,5,5,3,5,5,4,1,5,5,5,5,5,5,5,5,5,5
36,2,1,1,4,4,3,2,1,4,3,4,5,2,1,4,4,5,3,4,4,3,3,3,2,4,3,2,5,4,5,4,3,4,4,4,4,2,5,4,5,4,3,4,4,4,4,4
41,2,7,1,5,3,4,4,3,5,2,4,3,4,1,5,5,5,4,4,5,5,5,2,5,4,5,4,1,4,5,1,1,4,5,4,1,5,3,3,4,3,1,3,3,2,3,3
23,1,7,1,6,5,3,4,2,5,5,4,5,4,4,5,5,5,4,4,5,2,1,2,1,4,5,1,4,5,5,1,1,5,4,4,2,5,4,2,5,3,4,2,1,1,1,1
44,1,1,1,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,2,3,4,2,2,2,3,3,2,2,2,2,4,3,3,2,4,2,4,4,4,4,4,4,4,4,2,2,4
30,1,1,1,5,4,3,4,3,4,4,3,5,4,4,4,3,4,3,5,3,3,2,1,3,4,2,3,3,4,3,3,4,3,4,3,4,4,5,3,4,5,4,3,4,4,3,4
28,2,6,2,5,4,5,5,4,4,5,5,4,5,4,5,2,5,5,5,4,1,2,1,2,3,2,1,4,5,5,4,3,3,4,4,5,5,4,5,4,5,4,5,4,2,3,5
29,1,5,2,2,5,1,1,2,3,4,3,4,5,5,4,2,5,4,3,4,1,2,2,2,4,2,1,2,2,2,5,5,4,5,4,5,4,5,4,5,3,5,3,4,2,4,5
34,1,1,1,3,5,5,3,1,4,5,1,1,5,4,1,1,5,3,4,5,5,5,5,5,4,3,5,5,5,5,4,3,4,5,3,4,5,5,4,5,5,2,5,4,5,3,4
29,2,6,1,2,5,4,2,2,5,5,2,4,4,5,1,5,5,5,5,5,5,1,4,5,5,5,2,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5
34,2,1,1,2,4,4,3,4,4,3,3,4,4,4,4,4,4,5,4,4,2,1,2,2,4,2,1,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4
21,1,3,1,1,4,4,2,4,3,2,2,5,1,3,1,1,4,5,5,3,4,3,3,4,5,4,3,2,5,5,3,3,5,2,5,4,4,4,4,5,4,2,4,4,1,3,3
20,1,1,1,3,2,3,5,5,3,1,4,5,5,3,5,1,5,5,5,5,5,2,5,3,5,5,3,5,5,5,3,3,4,4,4,3,4,5,5,5,5,4,5,3,2,3,4
20,1,7,1,4,5,5,5,5,5,2,4,4,5,4,5,3,5,4,2,5,2,3,2,4,5,3,1,2,5,5,2,2,5,2,4,4,4,4,4,5,4,2,1,1,5,4,3
