Age,Gender,Ethnicity,Language,Income,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12,health13,health14,health15,health16,health17,health18,health19,health20,health21,health22,health23,health24,health25,health26,work1,work2,work3,work4,work5,work6,work7,work8,work9,work10,work11,work12,work13,work14,work15,work16,work17
21,2,1,1,4,4,3,4,4,2,4,2,4,4,2,2,4,4,2,3,4,4,4,2,4,4,3,4,5,5,5,4,3,4,5,4,4,4,4,4,3,4,3,4,3,3,4,3
47,1,1,1,4,5,4,2,5,5,5,4,2,3,4,5,2,4,4,5,3,1,3,4,1,5,3,3,2,4,3,4,5,1,4,5,5,4,3,3,3,4,1,5,5,4,2,3
30,2,2,1,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,1,1,1,2,5,1,2,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5
46,2,1,1,5,4,5,1,4,2,3,5,5,5,4,5,5,4,2,4,3,1,3,2,2,4,1,1,4,1,3,3,5,3,4,5,4,5,4,5,3,5,4,2,4,5,4,5
30,2,6,2,3,5,4,5,5,5,4,4,4,5,4,4,5,4,5,4,4,2,1,5,2,4,2,1,1,2,1,4,5,4,5,4,4,5,4,4,5,4,5,5,4,4,4,5
32,2,4,1,2,4,4,4,4,4,4,2,4,4,4,4,2,4,4,3,4,2,2,2,2,4,4,2,3,4,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,4,3,4
22,2,4,1,2,5,4,3,5,3,5,4,5,3,5,5,4,3,5,3,5,1,3,1,2,3,1,1,3,4,5,5,4,3,5,4,5,4,3,4,5,4,5,3,5,4,5,4
25,2,1,1,3,3,3,4,2,3,2,4,4,2,3,4,2,4,2,2,4,4,3,3,3,4,4,4,3,2,3,4,2,4,3,4,3,4,4,3,4,2,3,4,2,4,3,4
32,2,1,1,4,1,1,2,3,3,3,4,3,3,4,2,3,3,3,1,1,4,4,4,3,4,3,4,2,2,3,3,2,1,2,1,1,1,2,2,1,3,2,3,3,3,4,5
28,2,6,1,3,4,4,5,4,4,5,4,4,5,4,4,4,5,5,4,4,2,2,1,2,4,1,2,4,5,4,4,5,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4
28,2,1,1,4,5,5,5,5,5,5,5,4,5,5,4,3,3,5,4,5,1,2,1,1,5,1,1,3,5,5,5,5,5,3,5,4,5,5,4,4,5,4,5,5,3,4,5
38,2,6,2,5,3,4,4,4,3,4,4,3,4,4,5,4,3,4,4,3,2,2,3,3,4,3,2,5,5,5,4,3,4,4,3,4,4,4,5,4,4,4,4,3,4,3,4
32,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,2,3,1,1,4,5,4,3,3,4,4,2,2,5,4,4,3,3,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,3,3,4,2,5,4,NA,2,5,2,3,4
35,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32,2,2,1,4,4,5,4,5,4,5,5,4,5,4,5,4,4,4,5,4,1,1,2,2,4,1,1,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4
58,2,1,1,3,4,3,4,3,3,4,3,1,3,2,4,5,4,2,3,5,3,4,5,3,3,1,3,1,1,3,4,5,2,2,3,4,3,5,3,3,2,3,2,1,4,3,1
31,2,1,2,2,2,4,2,2,3,3,2,2,4,4,3,2,2,3,2,3,3,3,4,3,4,4,4,4,2,2,2,3,4,3,4,4,3,4,3,3,3,4,4,4,3,3,3
62,1,2,1,2,5,5,4,3,4,4,2,2,1,3,3,3,3,3,4,5,2,3,3,1,1,4,1,4,3,3,4,1,4,3,4,4,4,4,4,4,5,5,4,4,3,4,3
30,2,2,1,4,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,5,1,1,1,2,5,2,2,5,5,4,5,5,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5
20,1,1,1,2,4,2,4,5,4,4,4,4,2,4,4,4,5,4,4,4,3,1,2,2,4,2,2,2,4,2,4,4,2,5,4,4,5,4,5,4,5,4,5,4,5,4,4
43,1,1,1,5,5,4,4,3,4,5,4,4,5,4,4,4,4,3,3,5,2,1,3,2,5,2,1,4,4,4,4,3,4,4,4,5,4,4,5,5,4,4,3,5,4,4,4
36,2,1,2,6,5,4,5,5,4,4,5,5,2,5,4,1,5,5,4,2,5,1,5,5,5,3,5,1,5,1,4,4,5,4,5,4,3,5,5,4,5,4,5,4,4,5,4
19,1,1,1,2,4,5,4,5,4,4,4,4,4,5,5,5,5,4,5,4,NA,2,2,2,5,2,1,2,4,2,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4
26,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
53,1,1,1,3,4,4,4,4,4,5,4,4,5,5,4,4,3,5,5,3,2,1,2,1,4,1,3,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,5,5,4,4,5
26,1,1,1,3,1,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,1,3,3,4,3,4,2,3,3,5,4,4,2,3,2,3,3,3,3,2,3,2,2,3
35,1,6,2,3,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,2,1,2,2,4,2,1,4,5,4,4,5,4,5,4,5,4,4,5,5,4,5,4,5,4,4,4
26,2,1,1,2,5,5,4,5,4,5,4,5,5,5,5,4,5,5,4,4,2,2,2,2,5,2,2,5,4,5,5,5,4,4,5,4,4,4,4,5,5,5,4,5,5,4,5
35,2,6,2,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,1,2,1,2,4,1,2,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5
32,2,2,1,4,5,5,4,5,5,5,4,5,4,5,4,5,5,4,5,4,1,1,1,1,5,1,2,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5
30,2,2,1,4,5,5,1,4,5,5,1,5,5,4,5,5,5,4,5,5,2,3,4,4,5,4,5,3,5,5,4,5,4,4,5,3,3,5,4,5,5,2,2,5,4,2,4
28,2,1,1,2,3,3,2,2,3,4,4,3,3,2,3,4,3,3,2,4,4,2,2,4,2,2,3,4,3,3,3,3,2,2,1,2,2,3,1,3,3,2,2,3,3,3,3
29,2,1,1,3,2,4,2,2,2,2,2,3,4,2,1,1,2,4,4,3,4,3,3,2,4,5,4,1,5,2,4,4,4,3,4,4,4,5,4,4,5,2,4,4,3,4,3
24,2,1,1,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,1,4,1,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5
28,2,6,1,3,4,5,4,4,5,4,4,5,4,4,4,NA,5,4,4,4,1,2,2,2,5,2,2,4,5,3,4,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4
29,1,6,1,2,5,4,2,2,4,4,2,3,4,4,3,4,5,4,2,4,4,2,5,4,4,5,4,1,4,2,4,2,5,4,4,4,2,4,5,5,5,4,2,2,4,3,4
34,1,6,2,4,5,4,5,5,4,5,4,5,4,5,4,5,5,5,4,5,2,2,1,2,5,2,2,5,4,4,5,4,5,4,4,5,4,4,5,5,4,4,5,4,5,4,5
23,2,4,1,2,4,5,4,4,5,5,3,4,3,5,5,4,5,5,4,4,1,2,2,1,4,1,2,4,4,4,5,4,3,4,5,5,3,5,4,4,5,4,4,5,4,4,4
36,2,1,1,2,5,2,1,1,2,4,3,4,5,5,5,4,5,5,4,4,2,3,3,2,5,2,3,4,4,5,4,3,3,4,4,5,3,4,4,5,4,3,4,4,3,4,5
24,1,6,1,5,4,5,3,4,5,4,5,4,3,5,5,4,4,5,4,5,2,2,2,2,5,2,1,2,4,4,4,5,4,5,4,5,5,4,5,4,5,5,5,4,5,5,5
35,2,1,1,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,1,1,1,1,5,1,1,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5
25,1,1,1,4,4,4,3,3,4,5,3,2,5,4,4,4,4,4,5,5,2,2,3,1,3,4,4,3,5,3,4,4,2,4,4,4,5,5,4,4,4,4,3,3,3,2,4
33,1,1,1,5,4,5,4,4,3,4,3,3,3,4,3,3,3,4,4,5,2,3,1,2,3,2,3,3,3,4,5,4,3,3,5,4,4,4,4,5,5,3,4,3,3,2,5
25,2,1,1,4,5,5,5,5,5,4,4,3,5,5,3,5,5,5,5,5,2,2,5,5,5,5,1,5,5,5,3,5,2,5,2,5,4,5,2,5,5,4,5,5,1,2,4
29,2,6,2,4,5,4,3,2,2,3,3,5,2,3,3,4,4,3,5,3,1,2,3,1,4,3,1,4,3,5,4,5,3,5,4,3,5,4,3,5,3,4,5,4,5,3,3
37,1,6,2,3,5,4,5,3,4,1,2,2,3,1,3,3,2,2,2,1,5,4,4,4,4,3,4,3,2,1,3,4,4,4,3,5,4,5,4,5,5,4,3,4,5,4,3
32,2,2,1,4,5,4,5,5,4,5,4,4,5,4,4,4,5,4,5,3,3,1,2,1,4,2,1,5,4,5,4,4,4,5,5,5,4,5,4,5,4,5,4,5,4,5,4
30,2,1,1,4,1,4,2,2,5,4,3,3,4,1,2,2,3,2,5,4,5,2,3,5,2,3,1,3,2,5,1,2,2,2,1,3,4,3,1,5,3,3,3,5,3,4,4
29,2,6,1,1,4,5,4,5,5,5,4,5,4,5,4,4,4,4,4,4,1,2,1,2,4,2,1,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,5,4,5,4,4
32,2,3,1,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,1,1,1,1,4,1,1,4,5,4,4,5,5,5,5,4,5,4,5,5,4,4,5,5,4,5,5
36,2,7,1,5,5,3,4,5,4,5,2,5,3,4,4,5,3,5,5,5,3,1,2,2,5,1,3,5,4,5,5,3,4,4,3,5,4,5,4,5,4,5,4,3,5,4,4
32,2,6,1,4,3,4,5,3,4,3,3,4,4,3,3,4,4,3,4,5,3,2,3,2,4,2,2,5,4,3,5,3,4,4,4,5,4,5,5,5,5,4,5,3,5,3,5
32,2,1,1,4,2,3,3,3,3,3,2,3,4,3,2,4,4,3,5,2,2,3,2,4,4,4,2,4,4,4,4,3,2,3,2,3,2,4,3,3,1,4,1,3,4,4,2
27,2,1,1,5,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,2,3,2,4,3,2,4,5,3,4,3,4,3,3,4,4,4,4,5,4,4,4,4,3,4,4
34,2,1,1,4,5,4,5,5,5,4,5,5,1,5,5,5,5,5,2,5,1,1,1,1,5,2,1,4,1,1,1,1,2,1,4,1,4,5,5,5,5,NA,NA,NA,5,5,4
33,2,1,1,1,4,5,5,5,4,4,4,4,3,5,4,4,4,5,4,4,2,1,2,2,5,2,2,4,4,5,4,4,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5
30,2,6,2,2,3,4,4,3,4,4,3,4,4,4,3,3,4,5,3,4,1,3,2,2,4,2,2,4,4,5,4,3,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4
32,2,3,2,2,3,3,3,2,4,4,NA,3,4,3,3,4,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,4,3,4,3,4,3,4,3,3,3,3,4,3,3,3,3
28,2,6,1,3,5,5,4,5,5,4,4,4,5,4,4,4,5,4,4,4,2,2,3,2,4,2,2,4,5,4,5,4,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4
25,2,6,1,2,4,4,4,5,4,2,4,5,5,4,2,4,5,2,4,5,1,1,2,2,5,5,2,2,4,1,3,5,4,2,4,5,4,4,5,2,4,5,4,4,5,4,5
30,2,1,1,4,4,3,3,5,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,2,4,2,2,5,4,4,4,2,3,4,3,4,3,4,5,5,5,2,4,5,4,4,5
28,2,6,1,1,4,5,4,5,4,4,5,5,4,5,5,4,5,5,4,4,1,1,2,1,4,1,2,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5
24,1,6,1,5,4,5,5,4,5,5,4,5,5,4,4,3,4,5,4,4,3,3,5,3,5,1,2,5,3,5,4,5,4,4,5,4,4,5,4,5,5,4,4,4,5,4,5
32,2,2,1,3,4,5,4,4,5,4,4,4,5,5,4,5,4,5,4,5,2,2,1,2,5,3,2,3,4,5,4,5,4,5,3,4,4,5,4,4,3,5,5,2,5,3,4
28,2,6,1,2,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,1,2,1,2,5,2,1,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
23,1,6,1,4,4,4,4,4,4,5,3,4,4,2,3,3,4,4,4,5,3,2,2,2,3,1,2,4,5,4,3,5,4,5,4,5,4,4,4,5,5,4,4,5,4,4,5
50,1,1,1,4,4,5,4,4,5,4,4,5,1,4,5,2,5,4,1,5,4,1,4,4,5,2,1,5,2,2,2,4,4,4,2,5,4,5,5,4,4,4,5,4,4,5,5
24,2,1,1,2,4,4,5,5,NA,4,5,4,5,5,5,5,5,4,4,5,2,1,2,2,5,2,2,2,2,2,4,4,2,2,4,5,4,5,5,5,2,4,4,4,3,2,4
25,2,6,1,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,1,1,1,2,4,2,2,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4
28,1,6,1,2,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,1,2,1,1,4,1,2,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
43,1,2,1,4,3,4,5,3,2,4,5,3,4,4,3,4,4,4,3,5,3,1,3,1,4,3,2,2,4,3,3,5,5,3,4,4,5,5,2,3,3,4,4,5,4,3,2
35,2,1,1,4,4,5,4,5,4,5,3,5,3,5,3,5,3,4,4,5,2,2,5,2,5,3,3,4,5,4,5,4,5,4,5,3,3,5,5,5,5,3,4,5,4,5,5
30,2,1,1,4,4,5,4,4,4,4,4,4,5,4,4,3,4,5,4,4,1,2,2,2,4,3,2,4,4,1,4,4,5,4,5,4,5,5,4,5,4,5,4,5,5,5,4
45,1,6,2,3,4,3,5,3,3,5,4,3,5,3,4,3,4,5,3,4,2,1,2,2,3,2,3,3,4,5,5,3,4,3,3,4,4,5,3,4,5,3,5,4,3,4,3
25,1,3,1,5,4,5,4,4,4,4,4,4,4,4,4,5,5,4,5,4,2,2,2,2,5,2,2,5,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4
25,1,1,1,4,5,5,5,5,4,5,4,3,4,5,4,5,3,4,5,4,2,1,1,1,3,2,2,4,5,4,4,4,3,4,4,3,4,4,3,4,3,4,3,4,5,4,3
25,1,1,1,4,5,4,4,4,3,3,4,4,2,4,2,3,3,3,4,5,2,1,3,1,5,2,3,2,3,2,4,5,4,2,4,4,5,4,5,3,3,5,3,1,2,1,4
25,2,1,1,2,2,1,1,2,2,2,3,1,1,2,2,1,3,2,2,1,5,4,5,1,3,3,5,1,2,3,3,3,1,2,1,2,1,1,1,1,4,4,4,4,2,4,4
34,2,6,1,1,5,4,2,2,4,5,1,4,4,1,2,4,5,5,5,5,4,1,2,4,5,5,4,5,4,5,5,5,4,2,5,5,5,5,5,5,5,4,5,5,4,5,5
25,2,1,1,4,3,2,4,4,4,2,4,3,3,3,3,4,4,5,4,3,4,4,4,4,4,4,4,5,5,5,3,3,3,3,3,3,4,4,4,4,4,3,4,4,2,4,3
30,2,1,1,5,4,4,5,5,3,3,4,3,5,4,4,5,5,3,4,5,3,2,1,3,5,2,2,5,5,4,5,3,5,4,4,5,3,4,5,4,5,5,4,5,4,5,3
24,1,6,1,5,4,5,4,5,3,5,5,4,4,5,4,5,4,5,3,4,1,2,1,2,5,3,1,5,3,4,5,4,4,5,5,3,4,5,2,4,5,5,4,5,4,5,2
25,2,1,2,2,5,2,4,3,2,5,5,4,2,3,1,4,1,5,5,2,2,2,4,3,5,5,5,1,5,5,2,2,5,5,5,4,5,5,3,4,4,2,4,1,1,4,5
35,2,6,1,5,4,5,5,4,5,3,5,5,5,5,5,5,4,5,5,5,1,2,1,1,5,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
27,1,6,1,3,5,4,4,1,2,4,2,4,5,4,2,5,4,1,2,4,1,2,4,4,5,4,2,5,5,2,5,2,5,4,4,4,2,5,4,4,5,1,2,4,2,2,4
28,1,6,1,2,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,1,2,2,2,4,1,2,5,4,5,5,4,5,4,5,4,5,3,5,4,5,4,5,4,5,4,5
33,1,1,1,5,5,5,3,3,5,4,4,3,4,4,5,3,3,4,5,3,1,1,3,3,4,2,2,4,3,3,3,3,4,4,4,2,4,3,5,3,4,3,5,3,3,5,4
30,1,2,1,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,1,1,1,2,5,1,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
43,1,1,1,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,5,2,1,1,1,4,1,2,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5
27,2,2,1,4,4,4,3,4,5,3,5,3,4,3,5,5,5,4,4,3,5,1,5,5,5,5,3,2,5,5,1,4,5,3,5,4,1,5,4,5,5,3,5,4,1,4,5
30,2,1,1,1,4,4,3,2,5,4,4,4,4,4,5,5,4,5,3,4,4,2,4,4,4,5,5,5,4,5,4,3,4,4,4,4,2,4,4,5,4,2,4,4,2,2,4
31,2,1,1,2,3,5,4,3,4,4,4,4,4,3,4,4,5,3,5,4,3,2,3,1,3,2,1,3,5,3,4,4,4,3,4,4,5,5,4,3,3,4,5,4,4,4,4
22,2,6,2,1,5,5,1,1,1,4,1,4,1,1,1,3,5,4,5,1,5,2,5,5,5,5,5,1,5,1,1,1,3,2,3,4,4,5,4,5,5,5,4,3,5,4,5
22,2,1,1,4,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,4,1,1,1,2,5,2,2,5,4,4,5,5,4,5,5,5,2,5,5,5,5,4,2,5,4,5,5
25,1,3,1,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,2,4,2,2,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4
24,2,1,1,2,5,5,4,5,5,5,4,4,4,4,5,4,4,5,4,5,1,2,1,1,4,2,2,2,2,2,4,4,4,5,4,5,4,5,3,4,5,5,5,4,4,5,4
28,1,6,1,2,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,1,2,2,2,4,1,2,4,4,5,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5
33,2,6,1,1,5,2,3,4,4,4,3,5,4,3,5,5,3,3,5,3,3,1,2,2,3,2,3,3,3,4,3,3,2,4,4,3,4,2,3,4,4,3,3,4,2,4,3
26,1,1,1,5,4,4,4,4,4,2,4,4,4,4,2,2,4,4,3,3,3,3,4,2,4,4,2,2,2,2,2,2,2,2,2,3,4,4,3,4,4,2,3,2,2,2,4
28,1,6,1,1,4,5,5,4,4,4,5,4,4,5,5,4,4,5,4,4,1,2,2,1,4,1,1,4,5,4,5,5,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5
31,2,1,1,4,4,4,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4
31,1,1,1,4,4,5,2,5,4,5,3,4,5,3,5,4,5,3,5,3,1,3,1,1,4,1,3,5,4,4,4,5,2,5,4,5,3,5,4,5,3,5,4,5,3,5,4
45,2,1,1,1,4,5,4,4,5,4,4,5,4,4,5,4,5,4,5,5,2,2,2,1,4,2,1,4,4,3,4,5,4,4,5,4,4,5,5,5,5,4,4,5,5,4,4
27,2,6,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,1,1,2,4,5,4,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
30,2,6,1,1,4,5,3,2,5,4,4,3,5,5,4,2,5,3,5,4,2,2,1,3,3,2,4,3,1,4,5,5,3,5,4,3,2,4,4,NA,2,2,3,2,5,4,3
34,2,6,1,1,5,4,1,1,4,5,1,5,2,2,3,4,5,4,5,5,5,2,2,4,4,5,4,5,5,5,5,5,4,5,5,4,4,4,5,5,5,2,4,5,3,4,4
23,2,2,1,4,4,5,3,5,5,3,5,4,4,3,5,5,5,4,4,3,5,5,5,5,5,5,2,3,5,5,4,4,4,5,5,4,2,4,5,5,5,3,4,4,3,3,4
25,2,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20,2,1,1,2,5,5,5,2,5,1,2,5,4,1,1,3,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,3,5,4,5,5,4,4,4,1,4,4
31,2,1,1,3,4,4,4,4,4,4,4,4,4,4,5,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
28,1,6,1,4,3,4,3,4,3,4,4,3,3,5,3,3,4,4,5,4,2,2,4,2,4,2,3,2,3,2,3,3,5,4,3,3,4,3,3,4,3,3,4,4,3,3,4
26,1,6,2,6,3,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,2,3,4,2,4,4,3,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,5,4,3,4,4
32,2,2,1,4,3,4,4,5,4,4,5,4,5,3,3,5,4,5,4,4,1,2,2,2,4,1,4,4,5,4,4,5,4,4,3,5,5,4,2,4,5,4,5,4,5,3,4
24,2,1,1,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
28,1,1,1,5,3,2,3,1,1,4,3,2,2,3,3,2,2,1,2,2,5,5,3,3,3,4,3,1,3,1,3,3,3,2,3,2,1,2,3,2,1,3,3,3,3,1,3
33,2,1,2,2,5,5,2,2,4,5,2,4,5,2,5,5,2,4,5,3,5,2,5,3,5,1,5,3,5,5,3,2,4,1,4,4,2,4,4,4,5,4,3,4,2,5,4
29,1,1,1,3,3,2,3,2,3,2,3,4,3,1,3,2,2,3,1,1,4,3,2,4,4,4,3,4,2,3,2,5,4,3,2,4,4,3,2,5,4,2,4,3,2,3,4
23,2,1,1,1,5,5,3,5,4,1,2,5,1,4,4,4,5,5,4,4,2,1,3,3,4,2,2,4,1,4,5,4,1,4,4,3,5,4,4,5,5,5,4,4,3,4,4
33,2,3,2,3,2,3,3,5,1,1,5,4,5,1,4,4,5,4,4,4,1,2,4,3,4,2,4,2,5,5,2,2,3,2,4,3,4,3,4,4,4,4,4,3,3,3,3
25,2,3,1,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
28,2,6,1,1,4,5,4,3,4,3,3,4,5,4,4,3,4,4,4,4,2,1,3,2,3,2,3,4,4,3,4,4,3,4,4,3,4,5,4,4,4,5,4,4,4,4,4
28,1,6,1,1,4,4,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,2,3,3,3
25,1,3,1,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,2,4,2,2,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4
28,1,6,1,1,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,2,2,2,1,5,2,2,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5
25,1,3,1,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,2,4,2,2,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4
25,1,3,1,5,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,2,4,2,2,4,4,4,4,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,4
25,2,1,1,3,3,3,4,5,5,5,5,5,5,5,5,4,3,3,5,5,1,1,1,2,4,4,1,5,5,5,3,3,3,2,3,3,4,3,3,4,4,4,4,4,3,4,3
